,Goal,Shot,Blocked Shot,Faceoff,Takeaway,Giveaway,Hit,Missed Shot,Penalty,Stoppage,Period Start,Official Challenge,won
513,0,2,0,1,1,0,1,0,0,0,,,no
514,0,1,0,1,0,0,0,1,0,0,,,no
515,0,1,0,2,0,0,2,1,0,0,,,no
516,0,1,0,1,0,0,0,1,1,0,,,yes
517,0,1,0,2,0,0,0,0,1,0,,,no
518,0,1,0,2,1,0,1,1,1,0,,,no
519,0,0,0,4,0,0,1,0,0,0,,,yes
520,0,0,0,1,0,0,1,0,0,0,,,yes
521,0,1,0,1,0,0,0,1,0,0,,,no
522,0,0,0,0,0,0,1,1,0,0,,,no
523,0,0,0,1,1,1,1,1,0,0,,,yes
524,1,0,0,2,1,1,0,0,0,0,,,yes
525,0,0,1,1,0,0,0,0,0,0,,,no
526,0,2,0,0,0,0,0,0,0,0,,,no
527,0,0,3,1,2,3,0,0,0,0,,,yes
528,0,0,1,1,1,0,0,0,0,0,,,yes
529,0,0,0,1,1,1,2,0,0,0,,,no
530,0,1,1,6,0,2,1,0,0,0,,,no
531,1,1,1,0,1,0,1,2,0,0,,,no
532,0,3,0,0,0,0,0,0,0,0,,,no
533,0,0,1,2,2,0,2,0,0,0,,,yes
534,0,1,0,1,0,0,0,0,0,0,,,no
535,0,0,0,2,1,1,2,1,0,0,,,yes
536,0,1,0,1,0,0,0,0,0,0,,,no
537,0,3,0,3,0,0,1,0,1,0,,,yes
538,0,0,2,0,0,0,4,0,0,0,,,no
539,0,1,0,1,0,0,2,0,0,0,,,yes
540,0,0,0,2,0,1,0,1,0,0,,,yes
541,0,2,2,2,0,0,1,0,0,0,,,no
542,0,0,1,0,0,0,1,0,0,0,,,no
543,0,0,0,1,2,0,0,0,0,0,,,no
544,0,1,0,0,0,1,2,0,0,0,,,yes
545,0,0,0,2,1,0,0,2,0,0,,,no
546,0,0,0,1,0,0,0,0,0,0,,,no
547,0,0,0,0,0,0,2,2,0,0,,,yes
548,0,0,0,1,0,0,0,1,0,0,,,yes
549,0,2,0,0,0,0,1,1,0,0,,,no
550,0,0,3,0,1,1,0,1,0,0,,,yes
551,0,0,0,1,1,1,0,0,0,0,,,no
552,0,1,0,1,0,0,0,0,0,0,,,yes
553,0,1,0,3,0,0,1,1,0,0,,,no
554,0,2,1,0,0,2,2,0,0,0,,,yes
555,0,0,0,1,0,0,0,0,0,0,,,no
556,0,1,0,0,0,0,1,0,0,0,,,yes
557,0,1,0,1,0,0,0,0,0,0,,,no
558,0,1,0,0,0,0,1,2,0,0,,,yes
559,0,2,0,2,0,0,1,2,0,0,,,no
560,0,4,0,1,2,0,0,0,0,0,,,no
561,0,0,0,1,0,1,2,1,0,0,,,yes
562,0,2,0,1,0,0,1,0,0,0,,,yes
563,0,2,1,1,0,1,0,0,0,0,,,no
564,0,2,2,0,0,0,0,0,0,0,,,yes
565,0,0,0,1,0,1,0,0,0,0,,,no
566,0,0,0,2,1,0,0,0,0,0,,,yes
567,0,0,2,1,0,1,3,1,0,0,,,no
568,0,0,1,2,0,0,2,0,1,0,,,no
569,0,0,0,1,0,0,0,2,0,0,,,yes
570,0,2,0,2,0,0,1,0,0,0,,,no
571,0,1,0,0,1,0,0,0,0,0,,,no
572,0,0,0,1,0,1,0,0,0,0,,,no
573,0,2,0,1,1,1,3,1,0,0,,,yes
574,0,0,1,0,0,1,1,1,0,0,,,yes
575,0,0,1,1,0,0,1,0,0,0,,,no
576,0,2,0,2,0,0,1,1,0,0,,,yes
577,0,2,2,1,0,1,0,1,0,0,,,no
578,0,3,0,1,0,0,0,1,0,0,,,no
579,1,1,0,3,0,0,1,0,0,0,,,yes
580,0,1,0,0,1,0,0,0,1,0,,,yes
581,0,0,0,2,0,0,4,0,0,0,,,no
582,0,1,0,1,0,0,0,1,0,0,,,no
583,0,1,0,3,0,1,1,1,0,0,,,yes
584,1,1,0,1,0,1,1,0,0,0,,,no
585,0,0,1,1,0,0,0,0,0,0,,,yes
586,0,2,1,1,0,0,1,0,0,0,,,yes
587,0,0,0,1,1,1,1,0,0,0,,,no
588,0,1,0,1,0,0,0,0,0,0,,,yes
589,0,2,1,0,0,0,0,0,0,0,,,no
590,0,2,0,2,0,0,1,0,0,0,,,no
591,0,2,0,1,0,0,0,1,0,0,,,yes
592,0,0,0,0,0,1,1,0,0,0,,,yes
593,0,0,0,1,0,0,1,0,0,0,,,no
594,0,1,1,1,0,1,0,0,0,0,,,yes
595,0,1,0,2,0,1,0,0,0,0,,,no
596,0,0,2,1,1,0,0,0,0,0,,,yes
597,0,0,0,2,0,0,0,0,0,0,,,no
598,0,0,0,1,0,1,0,0,0,0,,,no
599,0,1,0,2,0,0,3,0,0,0,,,yes
600,0,0,0,0,0,0,0,0,0,0,,,yes
601,0,2,0,6,0,0,2,0,0,0,,,no
602,0,0,0,3,0,0,0,2,1,0,,,yes
603,0,0,0,0,1,1,0,0,0,0,,,no
604,1,0,0,3,0,0,4,0,0,0,,,yes
605,0,1,1,2,0,0,0,1,0,0,,,no
606,0,0,0,2,0,0,0,0,0,0,,,no
607,0,2,1,1,1,1,0,0,0,0,,,no
608,0,0,2,1,0,1,1,0,0,0,,,yes
609,0,1,0,2,0,0,0,0,0,0,,,no
610,0,1,0,3,0,0,1,0,0,0,,,no
611,1,1,1,1,0,0,0,1,0,0,,,no
612,0,1,1,3,0,0,2,0,0,0,,,yes
613,1,1,2,0,0,1,2,0,0,0,,,no
614,0,2,0,1,0,1,1,1,0,0,,,no
615,0,2,0,2,0,0,1,1,0,0,,,yes
616,0,0,0,1,0,0,0,0,0,0,,,yes
617,0,1,1,1,0,0,0,0,0,0,,,no
618,0,1,0,0,1,0,1,0,0,0,,,no
619,0,1,1,2,1,0,1,0,0,0,,,yes
620,0,1,0,0,0,0,4,0,0,0,,,no
621,0,1,0,2,0,0,2,1,0,0,,,no
622,1,1,0,2,0,1,1,0,0,0,,,no
623,0,0,0,1,0,1,1,0,0,0,,,yes
624,0,2,0,1,0,1,1,1,0,0,,,no
625,0,2,0,2,0,1,1,0,0,0,,,yes
626,0,0,0,0,0,0,1,0,0,0,,,no
627,0,0,0,3,0,0,0,1,0,0,,,yes
628,0,0,1,2,1,0,1,0,0,0,,,no
629,0,0,0,2,0,0,0,0,0,0,,,yes
630,0,0,0,0,0,1,0,0,0,0,,,yes
631,0,0,0,2,0,0,1,2,0,0,,,no
632,0,2,0,2,0,0,0,1,0,0,,,no
633,0,0,1,1,0,0,1,0,0,0,,,yes
634,0,0,1,3,1,0,1,1,0,0,,,no
635,0,0,0,0,0,0,1,1,0,0,,,yes
636,0,2,0,1,0,2,1,0,0,0,,,no
637,0,0,1,1,0,1,0,0,0,0,,,yes
638,0,2,0,3,0,0,0,1,0,0,,,yes
639,0,2,0,1,0,0,0,2,1,0,,,no
640,0,0,0,1,0,0,2,1,0,0,,,yes
641,0,1,0,2,0,0,2,0,1,0,,,no
642,0,0,0,0,1,0,2,0,0,0,,,yes
643,0,1,1,2,0,0,1,0,0,0,,,no
644,0,0,1,1,0,0,2,0,0,0,,,no
645,0,2,1,1,0,0,2,1,0,0,,,yes
646,0,0,0,2,0,1,0,0,0,0,,,no
647,0,0,1,0,0,0,0,0,0,0,,,yes
648,1,0,2,3,0,0,0,0,1,0,,,yes
649,0,0,0,2,0,0,1,0,0,0,,,no
650,0,0,1,4,0,0,1,0,0,0,,,no
651,0,2,0,0,0,0,1,0,0,0,,,yes
652,0,2,0,1,0,0,0,0,0,0,,,yes
653,0,0,0,2,0,2,1,0,0,0,,,no
654,0,1,0,1,0,0,2,0,0,0,,,yes
655,0,1,0,3,0,0,1,0,0,0,,,no
656,0,0,0,2,0,0,1,0,0,0,,,no
657,0,0,0,0,0,0,0,0,0,0,,,yes
658,0,0,1,2,0,0,0,1,0,0,,,no
659,0,1,0,1,0,2,0,0,0,0,,,no
660,0,1,1,3,0,0,1,1,0,0,,,yes
661,0,2,0,1,0,1,1,0,0,0,,,no
662,0,1,0,2,1,0,0,0,0,0,,,no
663,0,1,1,0,1,1,1,0,0,0,,,yes
664,0,3,0,1,0,1,0,1,0,0,,,yes
665,0,0,1,2,0,0,1,0,0,0,,,no
666,0,1,0,0,0,0,3,1,0,0,,,no
667,0,1,0,4,0,0,2,1,0,0,,,yes
668,0,2,0,1,0,1,0,0,0,0,,,yes
669,0,1,0,1,0,1,2,0,0,0,,,no
670,0,0,0,1,1,0,0,0,0,0,,,no
671,0,0,1,1,0,0,3,0,0,0,,,yes
672,0,1,0,0,0,0,0,0,0,0,,,yes
673,0,0,0,2,0,0,3,2,0,0,,,no
674,0,4,1,1,0,0,2,0,0,0,,,yes
675,0,0,1,1,0,0,2,1,0,0,,,no
676,0,1,0,0,0,0,1,0,0,0,,,yes
677,1,0,0,4,1,0,0,0,0,0,,,no
678,0,1,0,3,0,0,1,0,1,0,,,yes
679,0,2,0,0,0,1,1,1,0,0,,,no
680,0,0,0,0,0,0,0,0,0,0,,,no
681,0,0,0,3,0,0,1,0,0,0,,,yes
682,0,0,0,2,0,0,2,1,0,0,,,yes
683,0,0,1,1,0,0,1,0,0,0,,,no
684,0,3,2,1,0,0,1,0,0,0,,,no
685,0,0,0,1,1,0,0,0,0,0,,,yes
686,0,1,0,3,1,0,1,0,0,0,,,no
687,0,2,1,0,0,0,0,1,0,0,,,yes
688,0,0,0,1,1,1,0,2,0,0,,,yes
689,0,0,0,1,0,0,1,1,0,0,,,no
690,0,0,1,1,0,0,1,0,0,0,,,yes
691,0,0,0,1,0,0,1,0,0,0,,,no
692,0,0,0,1,0,0,3,0,0,0,,,no
693,0,2,0,2,0,0,0,0,0,0,,,yes
694,0,1,2,0,0,0,2,0,0,0,,,yes
695,0,2,0,1,2,1,0,1,0,0,,,no
696,0,0,0,3,0,1,1,0,0,0,,,no
697,0,1,1,0,0,0,3,0,0,0,,,yes
698,0,0,2,0,0,1,1,0,0,0,,,yes
699,0,1,0,1,0,0,2,0,0,0,,,no
700,0,0,0,0,0,0,1,0,0,0,0.0,,no
701,0,0,0,0,1,0,1,2,0,0,,,yes
702,0,1,1,1,0,0,1,1,0,0,,,yes
703,0,1,1,3,0,1,1,0,0,0,,,no
704,0,1,0,2,0,2,0,1,0,0,,,no
705,0,0,1,1,0,1,1,0,1,0,,,yes
706,1,0,0,2,0,0,1,2,0,0,,,no
707,1,2,0,3,0,0,1,0,0,0,,,yes
708,0,0,0,2,0,0,3,0,0,0,,,no
709,0,1,0,0,0,0,1,0,1,0,,,yes
710,0,0,0,1,0,0,0,0,0,0,,,no
711,0,0,0,0,0,1,0,0,0,0,,,yes
712,0,0,2,2,0,0,1,1,0,0,,,no
713,0,1,0,0,0,0,1,0,0,0,,,yes
714,0,3,1,2,0,2,1,0,0,0,,,no
715,0,0,0,2,0,0,1,0,0,0,,,yes
716,0,0,0,1,0,0,1,1,0,0,,,no
717,0,0,0,1,0,0,2,0,0,0,,,no
718,0,0,2,2,0,1,1,1,0,0,,,yes
719,0,4,1,1,0,0,1,1,0,0,,,no
720,0,1,1,0,1,1,2,0,0,0,,,no
721,0,2,0,4,0,1,0,0,0,0,,,yes
722,0,0,0,2,0,1,0,0,0,0,,,yes
723,0,0,1,0,0,1,0,0,0,0,,,no
724,0,1,0,0,0,0,1,2,0,0,,,yes
725,0,0,0,2,0,0,1,0,0,0,,,no
726,0,3,0,4,0,0,2,1,1,0,,,yes
727,0,0,2,1,0,2,1,0,1,0,,,no
728,0,0,0,0,0,0,3,0,0,0,,,no
729,0,2,0,3,0,1,0,3,0,0,,,yes
730,0,0,1,1,0,0,0,0,0,0,,,yes
731,0,2,0,2,0,0,3,0,0,0,,,no
732,0,0,1,1,0,0,0,0,0,0,,,yes
733,0,0,0,1,1,0,1,0,0,0,,,no
734,0,3,0,0,1,1,0,0,0,0,,,yes
735,0,0,1,2,0,0,0,0,0,0,,,no
736,0,5,0,2,0,0,1,1,0,0,,,yes
737,0,1,1,0,0,2,1,0,0,0,,,no
738,0,0,2,2,0,0,0,0,0,0,,,no
739,0,1,2,0,1,1,0,0,0,0,,,yes
740,0,1,0,2,0,1,0,0,0,0,,,no
741,0,0,2,1,1,0,0,0,0,0,,,yes
742,0,0,1,1,0,1,1,0,0,0,,,yes
743,0,0,0,3,0,1,3,0,0,0,,,no
744,0,0,1,2,1,2,0,0,0,0,,,no
745,0,0,0,1,0,0,1,0,0,0,,,yes
746,0,1,1,2,1,0,0,0,0,0,,,yes
747,0,1,0,3,0,0,0,1,1,0,,,no
748,1,0,1,2,0,1,1,0,0,0,,,no
749,0,1,0,2,0,2,0,0,0,0,,,yes
750,0,1,1,2,0,1,2,1,0,0,,,no
751,0,0,1,1,1,2,1,0,0,0,,,no
752,0,0,0,1,0,0,0,0,0,0,,,no
753,0,1,0,1,0,0,0,1,0,0,,,yes
754,0,1,0,2,0,0,1,0,0,0,,,yes
755,0,0,0,0,0,0,0,0,0,0,,,no
756,0,0,0,1,0,0,1,0,0,0,,,yes
757,0,0,0,1,0,0,1,0,1,0,,,no
758,0,0,2,0,0,0,1,0,0,0,,,yes
759,0,2,1,1,0,0,3,0,0,0,,,no
760,0,0,2,0,0,0,0,0,0,0,,,yes
761,0,3,0,3,0,0,2,1,0,0,,,no
762,0,1,0,0,0,1,0,0,0,0,,,no
763,0,1,1,1,0,3,1,0,0,0,,,yes
764,0,4,0,2,0,0,2,0,0,0,,,no
765,0,1,0,0,0,1,1,0,0,0,,,yes
766,0,4,0,4,0,0,0,1,0,0,,,no
767,0,0,0,0,0,1,0,0,0,0,,,yes
768,0,0,1,1,0,1,0,0,0,0,,,no
769,0,2,0,1,0,0,1,0,0,0,,,yes
770,0,1,0,1,0,0,0,0,0,0,,,yes
771,0,2,0,1,0,2,1,0,0,0,,,no
772,0,0,1,3,0,0,1,0,0,0,,,no
773,0,1,0,2,0,0,0,0,0,0,,,yes
774,1,2,1,2,0,0,1,0,0,0,,,no
775,0,1,0,0,0,0,0,1,0,0,,,yes
776,0,0,0,1,0,1,0,1,0,0,,,yes
777,0,0,1,1,0,0,0,0,0,0,,,no
778,0,0,1,1,0,0,3,0,0,0,,,yes
779,0,0,0,1,0,1,0,0,0,0,,,no
780,0,1,1,0,0,0,3,0,0,0,,,no
781,0,0,1,2,0,0,1,0,0,0,,,yes
782,0,2,0,0,0,0,0,0,0,0,,,no
783,0,0,1,1,0,0,0,0,0,0,,,yes
784,1,1,0,2,1,0,1,0,0,0,,,no
785,0,0,0,1,0,1,1,0,0,0,,,yes
786,0,1,2,0,0,0,1,0,0,0,,,yes
787,0,0,0,1,1,1,0,0,0,0,,,no
788,0,1,0,2,0,0,2,0,1,0,,,no
789,0,0,0,1,0,1,1,0,0,0,,,no
790,1,0,0,1,1,1,3,0,3,0,,,no
791,0,0,0,3,0,0,2,0,2,0,,,yes
792,0,0,0,1,0,0,0,0,0,0,,,no
793,0,1,2,0,0,2,0,0,0,0,,,no
794,0,1,0,1,0,0,0,1,0,0,,,no
795,0,0,0,1,0,0,0,0,0,0,,,yes
796,0,0,0,0,0,0,1,1,0,0,,,yes
797,0,1,0,2,0,0,1,1,0,0,,,no
798,0,0,0,1,0,0,0,0,0,0,,,no
799,0,0,1,1,0,1,2,0,0,0,,,yes
800,0,0,0,0,0,0,4,0,0,0,,,no
801,0,2,0,4,0,0,0,0,0,0,,,no
802,0,1,1,0,0,2,0,0,0,0,,,no
803,1,1,0,2,0,0,2,1,0,0,,,no
804,0,4,1,2,0,0,2,0,0,0,,,no
805,0,1,1,2,0,1,1,1,0,0,,,yes
806,0,1,1,1,0,0,0,0,1,0,,,no
807,0,3,0,3,0,1,1,1,0,0,,,yes
808,0,0,2,3,1,0,2,0,0,0,,,no
809,0,1,1,1,1,0,0,0,0,0,,,yes
810,0,2,0,1,0,0,2,0,0,0,,,yes
811,0,0,2,1,1,1,2,0,1,0,,,no
812,0,1,0,1,0,0,1,0,0,0,,,yes
813,0,1,0,1,0,0,0,1,0,0,,,no
814,0,2,0,2,0,0,0,1,0,0,,,yes
815,0,1,0,1,0,2,1,0,1,0,,,no
816,0,1,0,1,0,2,1,0,0,0,,,no
817,1,0,0,1,0,0,0,0,0,0,,,yes
818,0,0,1,0,0,1,4,0,0,0,,,no
819,0,2,0,2,0,0,1,0,0,0,,,yes
820,0,1,0,2,0,0,1,0,0,0,,,yes
821,0,0,1,2,0,0,2,0,0,0,,,no
822,1,1,1,2,0,1,0,0,0,0,,,no
823,1,0,1,4,0,1,0,1,0,0,,,yes
824,0,1,1,3,0,0,2,0,0,0,,,no
825,1,3,0,0,0,0,0,0,0,0,,,yes
826,0,2,0,0,0,0,0,0,0,0,,,yes
827,0,0,1,2,0,0,1,0,0,0,,,no
828,0,2,0,2,0,0,1,0,0,0,,,no
829,0,0,1,0,1,0,2,1,0,0,,,yes
830,0,2,0,4,0,0,0,0,0,0,,,yes
831,0,1,0,1,0,0,0,0,1,0,,,no
832,0,0,0,1,1,0,1,0,0,0,,,no
833,0,0,0,1,0,0,1,0,0,0,,,yes
834,0,0,0,2,0,0,2,1,0,0,,,yes
835,0,0,0,1,0,0,1,0,1,0,,,no
836,0,3,0,2,0,0,1,0,0,0,,,no
837,0,0,0,1,0,0,0,0,0,0,,,yes
838,0,1,0,2,0,0,1,0,0,0,,,yes
839,0,0,1,2,0,1,2,0,0,0,,,no
840,0,2,0,1,0,0,2,1,0,0,,,no
841,0,1,0,0,0,1,3,0,0,0,,,yes
842,0,0,1,1,1,0,0,0,0,0,,,no
843,0,1,1,1,0,1,1,1,0,0,,,yes
844,0,0,0,2,0,0,1,1,0,0,,,no
845,0,1,0,0,0,1,3,1,0,0,,,yes
846,0,0,0,2,0,0,2,0,0,0,,,yes
847,0,0,1,1,0,0,0,0,0,0,,,no
848,0,1,0,0,0,0,0,1,0,0,,,yes
849,0,0,0,2,0,1,1,1,0,0,,,no
850,0,2,0,1,1,0,2,0,0,0,,,no
851,1,0,1,1,0,1,3,1,0,0,,,yes
852,0,1,0,1,0,1,0,0,0,0,,,no
853,0,1,0,0,0,1,0,0,0,0,,,yes
854,0,1,0,1,0,0,0,1,0,0,,,no
855,0,1,0,4,0,0,0,1,0,0,,,yes
856,0,0,0,1,0,1,0,0,0,0,,,yes
857,0,1,0,0,0,1,0,1,0,0,,,no
858,0,3,0,0,0,1,2,2,0,0,,,yes
859,0,0,0,2,0,1,0,0,0,0,,,no
860,0,1,0,1,0,0,1,0,0,0,,,yes
861,0,0,1,1,1,0,1,1,0,0,,,no
862,0,0,0,1,0,0,2,0,0,0,,,yes
863,0,1,1,1,0,1,2,0,0,0,,,no
864,0,1,0,1,0,0,0,1,0,0,,,yes
865,0,2,2,2,0,0,2,1,0,0,,,no
866,0,1,1,3,0,0,1,0,0,0,,,no
867,0,1,0,1,0,0,0,0,0,0,,,yes
868,0,0,1,1,0,0,1,1,0,0,,,no
869,0,0,0,1,1,0,0,0,0,0,,,yes
870,0,1,0,0,0,0,3,0,0,0,,,no
871,0,0,0,1,0,1,2,0,0,0,,,yes
872,0,0,0,0,0,0,0,0,0,0,,,yes
873,0,0,0,1,0,0,1,0,0,0,,,no
874,0,0,0,2,0,1,1,0,0,0,,1.0,yes
875,0,0,2,1,0,0,0,1,0,0,,,no
876,0,0,0,0,0,0,1,1,1,0,,,no
877,0,3,1,3,0,1,1,0,0,0,,,yes
878,0,0,0,1,0,0,0,0,0,0,,,no
879,0,0,3,1,0,0,1,0,0,0,,,yes
880,0,0,0,2,0,1,2,1,0,0,,,yes
881,0,0,0,0,0,0,2,1,0,0,,,no
882,0,0,0,1,0,0,0,0,0,0,,,yes
883,0,1,0,1,0,0,0,0,0,0,,,no
884,0,1,0,1,0,1,0,0,0,0,,,no
885,0,0,0,2,0,0,1,2,0,0,,,yes
886,0,0,1,1,0,0,1,0,0,0,,,no
887,0,0,0,2,0,0,0,3,1,0,,,yes
888,0,0,0,0,0,0,2,0,0,0,,,no
889,0,1,0,2,0,1,0,0,0,0,,,yes
890,0,0,1,1,0,0,1,0,0,0,,,yes
891,0,2,0,2,0,0,0,0,0,0,,,no
892,0,0,0,1,0,0,1,0,0,0,,,no
893,1,0,0,2,1,0,2,0,0,0,,,yes
894,0,2,0,1,0,0,2,0,0,0,,,yes
895,0,0,0,0,0,0,1,0,0,0,,,no
896,0,0,0,1,1,1,0,0,0,0,,,no
897,0,0,0,3,1,0,1,1,0,0,,,yes
898,0,2,2,1,0,0,3,0,0,0,,,no
899,0,0,0,0,1,0,0,0,0,0,,,yes
900,0,0,1,0,1,1,2,0,0,0,,,no
901,0,2,0,1,0,0,0,1,0,0,,,no
902,0,0,0,0,0,0,1,0,0,0,,,yes
903,0,1,0,5,0,1,1,0,0,0,,,no
904,0,0,0,1,0,2,0,0,0,0,,,yes
905,0,2,0,1,0,0,0,1,0,0,,,no
906,0,0,0,3,1,0,3,2,0,0,,,no
907,0,1,1,1,0,0,1,0,0,0,,,yes
908,0,1,0,0,0,0,0,0,0,0,,,no
909,0,0,1,3,0,0,2,0,0,0,,,yes
910,0,0,0,1,0,0,2,0,0,0,,,yes
911,0,0,0,0,0,0,0,0,0,0,,,no
912,0,1,0,1,0,0,1,0,0,0,,,no
913,0,1,0,3,0,1,0,1,0,0,,,yes
914,0,2,0,1,0,1,0,1,0,0,,,no
915,0,1,1,1,1,0,0,0,0,0,,,yes
916,0,0,0,0,0,1,1,0,1,0,,,yes
917,0,1,0,4,0,1,1,1,1,0,,,no
918,0,0,0,2,0,0,1,1,0,0,,,no
919,0,0,1,0,0,1,0,0,1,0,,,yes
920,0,1,1,1,0,0,1,0,0,0,,,yes
921,0,2,0,3,0,0,0,0,0,0,,,no
922,0,0,0,1,0,1,0,0,1,0,,,no
923,0,0,0,3,0,4,1,1,0,0,,,yes
924,0,1,0,1,0,0,0,1,0,0,,,no
925,0,0,0,1,0,2,1,0,0,0,,,no
926,0,0,1,2,0,1,0,2,0,0,,,no
927,1,1,0,1,1,0,0,1,0,0,,,yes
928,0,0,0,1,0,2,1,0,0,0,,,yes
929,0,0,1,0,0,0,1,0,0,0,,,no
930,0,3,1,2,0,1,4,0,0,0,,,no
931,0,2,0,1,0,0,2,1,0,0,,,yes
932,0,0,0,1,0,0,0,0,0,0,,,no
933,0,2,0,1,1,0,1,0,0,0,,,yes
934,0,2,1,2,0,0,0,0,0,0,,,yes
935,0,0,1,1,1,1,0,1,0,0,,,no
936,0,1,1,0,0,0,4,0,0,0,,,yes
937,0,0,1,2,0,1,0,0,0,0,,,no
938,0,1,3,3,0,0,0,0,1,0,,,yes
939,0,0,0,2,0,1,1,0,0,0,,,no
940,0,1,0,2,0,0,0,0,0,0,,,no
941,0,1,1,1,1,0,2,0,1,0,,,yes
942,0,0,1,0,0,1,2,0,0,0,,,yes
943,0,1,0,1,0,0,1,0,0,0,,,no
944,0,2,0,2,0,0,3,1,0,0,,,no
945,0,0,0,1,0,0,0,0,0,0,,,yes
946,0,1,1,0,1,0,0,0,0,0,,,no
947,0,0,0,2,0,0,4,0,0,0,,,yes
948,0,1,1,1,1,0,0,1,0,0,,,no
949,0,5,0,4,0,1,0,0,0,0,,,yes
950,1,0,1,0,0,0,2,0,0,0,,,no
951,0,0,0,2,0,2,1,0,0,0,,,yes
952,0,2,2,5,0,0,0,0,0,0,,,yes
953,0,0,0,0,1,0,0,0,0,0,,,no
954,0,0,0,0,0,0,2,1,0,0,,,no
955,0,1,0,3,1,0,2,1,0,0,,,yes
956,0,2,0,2,1,0,0,0,0,0,,,yes
957,0,1,0,0,0,2,2,1,0,0,,,no
958,1,0,0,4,0,0,7,0,0,0,,,yes
959,0,0,0,0,0,0,1,0,1,0,,,no
960,0,0,0,2,0,0,0,0,0,0,,,yes
961,0,1,2,0,1,1,0,0,0,0,,,no
962,0,0,0,0,0,0,1,0,0,0,,,no
963,0,1,0,2,0,1,2,0,0,0,,,no
964,0,0,1,2,0,0,0,0,0,0,,,yes
965,0,1,0,1,1,0,0,1,0,0,,,no
966,0,1,1,0,0,0,0,0,0,0,,,no
967,0,2,1,1,0,1,0,1,0,0,,,yes
968,0,1,1,1,0,1,0,0,0,0,,,no
969,0,1,0,3,0,1,1,1,0,0,,,no
970,0,1,0,2,0,0,1,0,0,0,,,no
971,0,0,0,0,0,0,0,0,0,0,,,yes
972,0,1,0,0,0,0,2,0,0,0,,,no
973,0,1,1,2,1,0,0,0,0,0,,,yes
974,0,3,0,1,0,0,0,0,0,0,,,yes
975,0,0,2,0,0,1,0,0,0,0,,,no
976,0,0,1,0,0,0,1,0,0,0,,,no
977,0,2,0,1,1,0,5,0,0,0,,,no
978,0,0,0,2,0,1,2,1,0,0,,,no
979,0,1,1,2,1,0,1,1,0,0,,,yes
980,0,0,2,0,1,1,0,0,0,0,,,no
981,0,1,0,1,0,0,1,0,0,0,,,yes
982,0,0,0,2,0,0,1,4,0,0,,,no
983,0,1,0,2,0,0,1,0,0,0,,,yes
984,0,0,0,1,0,0,2,0,0,0,,,yes
985,0,0,0,2,0,0,0,0,0,0,,,no
986,0,0,1,1,0,0,0,1,0,0,,,yes
987,0,0,1,1,0,0,2,1,0,0,,,no
988,0,0,0,0,0,0,0,1,0,0,,,no
989,0,0,0,1,0,1,1,1,0,0,,,yes
990,0,1,1,1,0,0,1,0,0,0,,,no
991,0,1,1,1,1,0,0,0,0,0,,,yes
992,0,1,0,2,0,0,0,1,0,0,,,yes
993,0,0,1,1,0,0,3,0,0,0,,,no
994,0,0,0,3,0,0,0,0,1,0,,1.0,no
995,1,1,0,0,0,0,0,1,0,0,,,yes
996,0,2,0,3,0,0,0,2,0,0,,,no
997,0,0,2,1,1,1,1,1,0,0,,,yes
998,0,2,1,0,0,0,1,0,0,0,,,yes
999,0,1,0,2,0,1,0,1,0,0,,,no
1000,0,2,0,0,0,0,0,2,0,0,,,no
1001,0,2,6,4,0,0,2,0,0,0,,,yes
1002,0,1,1,2,0,0,0,0,0,0,,,yes
1003,0,0,1,1,0,1,1,1,0,0,,,no
1004,0,1,0,4,0,1,0,0,0,0,,,no
1005,0,0,2,0,0,0,1,0,0,0,,,yes
1006,0,1,0,0,0,0,0,1,0,0,,,yes
1007,0,0,3,2,0,0,0,0,1,0,,,no
1008,0,0,3,0,0,0,2,0,0,0,,,no
1009,0,0,0,2,0,0,1,0,0,0,,,yes
1010,0,0,1,2,0,1,1,0,0,0,,,no
1011,0,2,0,1,1,0,1,0,0,0,,,yes
1012,0,1,0,2,0,0,1,0,0,0,,,yes
1013,0,0,0,2,0,1,2,0,0,0,,,no
1014,0,0,0,0,0,0,1,0,0,0,,,no
1015,1,0,0,2,0,0,2,1,0,0,,,no
1016,0,0,0,2,0,1,3,0,0,0,,,no
1017,0,2,0,0,0,0,1,1,0,0,,,yes
1018,0,0,0,1,0,0,1,0,0,0,,,yes
1019,0,2,1,2,2,0,2,0,0,0,,,no
1020,0,0,0,1,0,0,1,0,0,0,,,no
1021,0,1,0,1,0,0,0,1,0,0,,,yes
1022,0,0,3,2,0,1,0,0,0,0,,,yes
1023,0,2,0,4,0,0,0,0,0,0,,,no
1024,0,0,2,3,0,0,0,0,0,0,,,no
1025,0,0,0,2,0,0,0,0,0,0,,,yes
1026,0,0,1,0,0,0,1,0,0,0,,,no
1027,0,0,0,3,1,0,1,0,0,0,,,yes
1028,0,0,0,2,1,0,1,0,0,0,,,yes
1029,0,0,0,1,0,0,0,0,0,0,,,no
1030,0,0,1,1,0,0,2,1,0,0,,,yes
1031,0,0,0,0,0,0,2,0,0,0,,,no
1032,1,1,1,2,0,0,0,2,0,0,,,no
1033,0,0,1,0,0,1,4,0,0,0,,,yes
1034,0,2,0,1,0,0,1,0,0,0,,,yes
1035,0,4,0,2,0,0,0,0,0,0,,,no
1036,0,1,1,2,1,0,0,0,0,0,,,no
