goal_diff,won,game_ids,goals,shots,blocked_shots,penalty_minutes,power_play_percentage,power_play_goals,power_play_chances,faceoff_percent,takeaways,giveaways,hits,ice_tilt
-2,no,2020020261,-2,3,0,0,-33.3,-1.0,0.0,36.199999999999996,-1,-3,10,1601.0
1,yes,2020020262,1,0,9,0,0.0,0.0,0.0,3.799999999999997,1,10,-17,552.0
-4,no,2020020263,-4,3,-5,-2,0.0,0.0,1.0,-29.199999999999996,-4,-1,6,2486.0
1,yes,2020020264,1,-5,10,8,-3.3000000000000007,0.0,1.0,10.400000000000006,3,11,5,1405.0
-1,no,2020020265,-1,1,3,2,66.7,2.0,-1.0,21.400000000000006,-2,2,-3,447.0
0,no,2020020266,0,-11,-10,0,-20.0,-1.0,0.0,-9.599999999999994,-2,1,1,385.0
3,yes,2020020267,3,5,1,-12,-33.3,-1.0,1.0,3.799999999999997,9,11,-10,-250.0
3,yes,2020020268,3,-10,9,2,0.0,0.0,-1.0,-15.400000000000006,3,2,14,2309.0
1,yes,2020020269,1,13,-13,-6,50.0,2.0,3.0,15.400000000000006,3,-9,-4,-1266.0
4,yes,2020020270,4,-6,6,-2,66.7,2.0,1.0,7.400000000000006,6,4,-30,-842.0
-2,no,2020020271,-2,9,-1,4,-20.0,-1.0,-2.0,-17.400000000000006,-1,1,5,574.0
0,no,2020020272,0,-7,-6,0,0.0,0.0,0.0,0.0,7,-2,13,1390.0
-2,no,2020020273,-2,-10,-1,6,0.0,0.0,-3.0,2.0,1,-2,-4,745.0
2,yes,2020020274,2,9,-7,0,25.0,1.0,0.0,1.7999999999999972,10,-7,12,1343.0
-5,no,2020020275,-5,-7,4,-4,-50.0,-1.0,2.0,13.799999999999997,-5,9,-9,1049.0
-1,no,2020020276,-1,-4,-8,-2,0.0,0.0,1.0,8.200000000000003,3,9,-7,453.0
-2,no,2020020277,-2,-2,-12,0,0.0,0.0,0.0,-6.400000000000006,4,2,5,1565.0
-1,no,2020020278,-1,-2,-15,-4,-66.7,0.0,2.0,-14.200000000000003,5,5,-6,-435.0
-3,no,2020020279,-3,3,1,2,-20.0,-1.0,-1.0,-14.200000000000003,3,3,7,142.0
-1,no,2020020280,-1,10,-3,0,0.0,0.0,0.0,18.599999999999994,7,18,-12,1952.0
1,yes,2020020281,1,-17,2,0,100.0,1.0,0.0,-20.799999999999997,11,4,-23,1419.0
-2,no,2020020282,-2,-22,10,6,-25.0,-1.0,-3.0,-21.799999999999997,2,6,-11,2487.0
-1,no,2020020283,-1,5,-4,-6,0.0,0.0,3.0,5.400000000000006,-5,6,0,-1507.0
-2,no,2020020284,-2,6,-2,6,-75.0,-3.0,-3.0,-3.4000000000000057,-1,12,27,337.0
6,yes,2020020285,6,-20,3,0,40.0,2.0,0.0,-16.400000000000006,-1,6,5,4376.0
0,no,2020020286,0,-9,0,-2,-16.700000000000003,0.0,1.0,4.400000000000006,7,9,-1,-488.0
1,yes,2020020287,1,10,3,-2,0.0,0.0,0.0,1.2000000000000028,-1,-2,-8,139.0
-2,no,2020020288,-2,1,-10,-2,16.700000000000003,1.0,1.0,-28.599999999999994,1,2,6,-1979.0
-4,no,2020020289,-4,-2,-2,-2,-50.0,-1.0,1.0,-21.400000000000006,-1,1,13,-802.0
4,yes,2020020290,4,16,8,0,0.0,0.0,0.0,3.799999999999997,5,-1,-8,-249.0
-2,no,2020020291,-2,4,-16,-2,0.0,0.0,1.0,14.200000000000003,0,-2,17,814.0
1,yes,2020020292,1,-12,8,2,-33.3,-1.0,-1.0,9.0,1,-1,4,-1213.0
1,yes,2020020293,1,7,4,-2,0.0,0.0,1.0,9.599999999999994,4,6,2,823.0
-1,no,2020020294,-1,3,-9,-2,-8.299999999999997,0.0,1.0,15.200000000000003,4,4,-8,601.0
-3,no,2020020295,-3,5,-3,0,-50.0,-1.0,0.0,0.0,1,6,2,-647.0
3,yes,2020020296,3,3,7,2,100.0,1.0,-1.0,-28.599999999999994,-1,2,10,220.0
-3,no,2020020297,-3,0,1,2,-50.0,-1.0,-1.0,19.200000000000003,-8,-9,19,-1446.0
-3,no,2020020298,-3,1,-10,-4,-40.0,-2.0,2.0,-21.400000000000006,3,8,-9,2156.0
-3,no,2020020299,-3,6,-6,4,-33.3,-1.0,-2.0,11.599999999999994,2,6,-2,525.0
1,yes,2020020300,1,-3,3,2,5.0,0.0,-1.0,-6.200000000000003,2,0,-1,379.0
-1,no,2020020301,-1,9,-9,-6,0.0,0.0,3.0,10.799999999999997,-1,15,6,-2088.0
-1,no,2020020302,-1,-15,3,0,-50.0,-1.0,0.0,-11.200000000000003,2,5,16,-187.0
-3,no,2020020303,-3,17,-7,2,0.0,0.0,-1.0,-1.4000000000000057,3,0,4,2217.0
0,no,2020020304,0,-4,8,0,25.0,1.0,0.0,-8.0,5,3,-1,1352.0
-2,no,2020020305,-2,-9,0,6,-50.0,-2.0,-3.0,-8.0,0,6,-17,-1488.0
0,no,2020020306,0,3,0,-2,50.0,2.0,1.0,-1.5999999999999943,4,1,-4,315.0
-1,no,2020020307,-1,4,-3,4,-25.0,-1.0,-2.0,15.599999999999994,0,6,-10,-1300.0
1,yes,2020020308,1,12,-8,-6,-15.0,0.0,3.0,27.200000000000003,2,-5,4,866.0
-1,no,2020020309,-1,16,2,-6,0.0,0.0,3.0,18.599999999999994,0,2,6,-2842.0
1,yes,2020020310,1,17,-4,-4,0.0,0.0,2.0,22.400000000000006,4,4,-16,1988.0
0,no,2020020311,0,-7,1,0,-50.0,-1.0,0.0,14.200000000000003,7,1,-6,-137.0
5,yes,2020020312,5,1,-8,-10,0.0,0.0,0.0,-6.200000000000003,-1,7,2,1265.0
3,yes,2020020313,3,7,-11,2,33.3,1.0,-1.0,22.799999999999997,-2,1,3,638.0
2,yes,2020020314,2,-10,8,0,0.0,0.0,0.0,-10.799999999999997,-1,1,5,1341.0
1,yes,2020020315,1,-4,4,2,-50.0,-1.0,-1.0,-11.400000000000006,0,-2,-3,810.0
-2,no,2020020316,-2,-1,-1,-2,0.0,0.0,1.0,33.400000000000006,-4,5,12,-316.0
3,yes,2020020317,3,-7,-4,0,-33.3,-1.0,0.0,15.799999999999997,4,7,2,-1638.0
5,yes,2020020318,5,1,6,0,0.0,0.0,0.0,-5.599999999999994,6,8,-4,2625.0
3,yes,2020020319,3,9,-4,-4,-25.0,0.0,2.0,19.200000000000003,3,-5,-4,1136.0
-3,no,2020020320,-3,-2,-5,2,-40.0,-2.0,-1.0,-13.799999999999997,-2,2,0,23.0
-1,no,2020020321,-1,-11,-1,2,-33.3,-1.0,-1.0,-17.200000000000003,1,4,3,2772.0
-3,no,2020020322,-3,-16,5,0,0.0,0.0,0.0,-24.599999999999994,2,-2,1,799.0
4,yes,2020020323,4,1,2,-2,25.0,1.0,1.0,1.5999999999999943,4,-7,4,463.0
2,yes,2020020324,2,2,8,0,0.0,0.0,0.0,-12.799999999999997,5,3,-4,396.0
-4,no,2020020325,-4,-7,-9,2,0.0,0.0,-1.0,19.400000000000006,-2,-9,13,-363.0
1,yes,2020020326,1,-6,3,4,25.0,0.0,-2.0,-14.200000000000003,2,2,0,1350.0
-3,no,2020020327,-3,0,-2,-2,33.3,1.0,1.0,-1.5999999999999943,-3,11,-7,-263.0
-1,no,2020020328,-1,-4,-4,8,80.0,0.0,-4.0,7.400000000000006,1,-1,7,1688.0
5,yes,2020020329,5,1,6,8,100.0,2.0,-4.0,-9.599999999999994,2,-2,0,1947.0
0,no,2020020330,0,-2,0,-2,-41.7,-1.0,1.0,-5.599999999999994,1,4,5,754.0
-2,no,2020020331,-2,4,-13,0,-100.0,-1.0,0.0,-17.599999999999994,1,6,1,2528.0
1,yes,2020020332,1,3,-8,-2,0.0,0.0,1.0,1.7999999999999972,-1,-2,-4,-769.0
-3,no,2020020333,-3,-4,7,-2,25.0,2.0,2.0,-2.799999999999997,8,4,8,37.0
1,yes,2020020334,1,-20,13,-2,33.3,1.0,1.0,5.799999999999997,1,5,-11,-2918.0
-4,no,2020020335,-4,1,-7,2,-100.0,-1.0,-1.0,-3.799999999999997,0,3,20,-2908.0
1,yes,2020020336,1,14,4,2,-50.0,-2.0,-1.0,-11.599999999999994,2,1,-2,265.0
-4,no,2020020337,-4,-16,10,2,-33.3,-1.0,-1.0,-13.200000000000003,-3,0,14,-911.0
-1,no,2020020338,-1,3,10,2,0.0,0.0,-2.0,15.200000000000003,1,-4,13,-308.0
-1,no,2020020339,-1,9,-1,-8,33.3,2.0,4.0,-34.400000000000006,2,1,-5,-2573.0
-3,no,2020020340,-3,-10,-5,-2,0.0,0.0,1.0,-19.0,-2,3,6,-312.0
2,yes,2020020341,2,10,-1,-6,40.0,2.0,3.0,11.200000000000003,-2,-1,7,-560.0
-3,no,2020020342,-3,-15,-4,6,0.0,0.0,2.0,-9.799999999999997,-2,5,-6,243.0
5,yes,2020020343,5,-14,2,0,0.0,0.0,0.0,0.0,8,8,2,-1437.0
2,yes,2020020344,2,0,2,4,100.0,1.0,-2.0,8.0,-4,5,-2,-645.0
-4,no,2020020345,-4,8,-9,2,-50.0,-1.0,-1.0,7.400000000000006,-3,-7,11,2229.0
-1,no,2020020346,-1,-2,-6,0,0.0,0.0,0.0,-34.599999999999994,0,2,5,-757.0
3,yes,2020020347,3,8,8,2,0.0,0.0,-1.0,-23.400000000000006,5,4,3,-448.0
-1,no,2020020348,-1,15,0,0,-33.3,-1.0,0.0,-1.7999999999999972,14,10,13,699.0
4,yes,2020020349,4,8,5,4,-33.3,-1.0,-2.0,-10.400000000000006,11,3,-1,390.0
-3,no,2020020350,-3,8,-7,15,-25.0,-1.0,0.0,15.599999999999994,0,1,6,-2314.0
1,yes,2020020351,1,9,-7,-6,66.7,2.0,3.0,20.599999999999994,-4,-3,14,2147.0
-1,no,2020020352,-1,-2,0,-2,-8.299999999999997,0.0,1.0,-3.0,-4,7,8,-481.0
4,yes,2020020353,4,-8,4,2,8.299999999999997,0.0,-1.0,-17.599999999999994,0,0,-8,1356.0
1,yes,2020020354,1,-5,8,-2,0.0,0.0,1.0,-18.200000000000003,6,-4,-1,-938.0
3,yes,2020020355,3,-15,4,4,33.3,1.0,-2.0,-24.200000000000003,2,0,-3,1795.0
3,yes,2020020356,3,16,-3,-4,-13.299999999999997,0.0,2.0,-13.799999999999997,1,5,-6,-1501.0
2,yes,2020020357,2,6,-12,0,66.7,2.0,0.0,-11.200000000000003,1,2,21,985.0
3,yes,2020020358,3,6,-2,-2,-16.700000000000003,0.0,1.0,-15.400000000000006,1,0,13,185.0
0,no,2020020359,0,-9,-3,0,0.0,0.0,0.0,3.4000000000000057,-4,0,-2,1264.0
-5,no,2020020360,-5,-5,-9,10,-40.0,-2.0,-5.0,-14.799999999999997,-1,5,21,-246.0
4,yes,2020020361,4,-9,-1,2,0.0,0.0,-1.0,8.400000000000006,3,6,2,-1992.0
-1,no,2020020362,-1,8,-5,0,-100.0,-3.0,0.0,-1.5999999999999943,3,-2,0,-1599.0
-4,no,2020020363,-4,-12,12,8,-25.0,-1.0,-1.0,-20.799999999999997,-2,7,0,96.0
-3,no,2020020364,-3,2,-1,4,-50.0,-1.0,-2.0,-1.4000000000000057,6,-4,9,2082.0
3,yes,2020020365,3,-3,-3,4,25.0,0.0,-2.0,14.599999999999994,3,6,-3,-1406.0
-1,no,2020020366,-1,-6,-3,0,-50.0,-1.0,0.0,0.0,2,8,-4,1445.0
-1,no,2020020367,-1,3,-9,-2,0.0,0.0,1.0,-20.0,0,-7,-11,324.0
-1,no,2020020368,-1,-3,-2,4,-50.0,-2.0,-2.0,28.400000000000006,2,1,1,-712.0
-1,no,2020020369,-1,9,-7,2,100.0,1.0,-1.0,17.599999999999994,2,4,18,1624.0
4,yes,2020020370,4,-3,3,10,-16.7,-1.0,-5.0,-5.200000000000003,6,3,0,-288.0
2,yes,2020020371,2,-4,5,2,100.0,1.0,-1.0,8.0,3,-5,2,-1874.0
-1,no,2020020372,-1,2,-6,0,0.0,0.0,0.0,10.599999999999994,2,3,7,1104.0
4,yes,2020020373,4,-7,2,12,0.0,0.0,-1.0,5.400000000000006,-4,-7,-12,380.0
-3,no,2020020374,-3,-1,-4,8,-20.0,-1.0,-4.0,8.400000000000006,-1,2,6,-1135.0
3,yes,2020020375,3,7,3,2,0.0,0.0,-1.0,-2.4000000000000057,0,-5,-6,163.0
0,no,2020020376,0,-15,11,2,3.3000000000000007,0.0,-1.0,11.400000000000006,1,3,-9,-1730.0
1,yes,2020020377,1,6,-7,-2,0.0,0.0,1.0,-9.0,0,0,0,2791.0
-4,no,2020020378,-4,-2,-8,2,0.0,0.0,-1.0,16.0,3,2,10,-55.0
-1,no,2020020379,-1,8,4,-2,-8.299999999999997,0.0,1.0,-8.599999999999994,3,0,-12,212.0
-1,no,2020020380,-1,2,7,-2,20.0,1.0,1.0,-14.200000000000003,5,7,17,-979.0
-4,no,2020020381,-4,-2,-5,4,25.0,0.0,-2.0,6.200000000000003,-1,1,-1,-1228.0
6,yes,2020020382,6,-1,3,2,-50.0,-1.0,-1.0,14.200000000000003,-2,13,-4,-1.0
1,yes,2020020383,1,-3,-10,2,-33.3,-1.0,-1.0,11.599999999999994,-3,3,2,-590.0
2,yes,2020020384,2,-8,8,-2,100.0,2.0,1.0,12.200000000000003,6,2,6,-1070.0
5,yes,2020020385,5,5,-7,-4,20.0,1.0,2.0,15.599999999999994,-2,6,5,-75.0
-1,no,2020020386,-1,6,-1,-2,-66.7,-1.0,1.0,1.4000000000000057,2,7,5,2272.0
3,yes,2020020387,3,-3,-10,-4,25.0,1.0,2.0,13.0,3,9,9,1341.0
1,yes,2020020388,1,9,-16,-2,-16.700000000000003,0.0,1.0,-6.200000000000003,-1,4,2,831.0
-4,no,2020020389,-4,-8,-2,2,0.0,0.0,-1.0,-6.400000000000006,-6,0,6,301.0
-1,no,2020020390,-1,-3,2,2,16.700000000000003,0.0,-1.0,12.599999999999994,-1,1,4,-237.0
3,yes,2020020391,3,4,-3,-2,0.0,0.0,1.0,13.200000000000003,-2,3,-1,-50.0
1,yes,2020020392,1,15,5,-2,41.7,2.0,1.0,8.200000000000003,0,-1,-7,1013.0
4,yes,2020020393,4,0,-1,-4,0.0,0.0,2.0,9.799999999999997,-4,7,-18,718.0
-3,no,2020020394,-3,-14,-4,8,-55.0,-3.0,-1.0,8.400000000000006,6,-3,-5,-922.0
0,no,2020020395,0,12,-11,-14,12.5,1.0,6.0,20.599999999999994,3,-1,5,2429.0
1,yes,2020020396,1,9,4,-12,33.3,1.0,1.0,19.200000000000003,-3,5,-4,-854.0
0,no,2020020397,0,-1,12,-2,-50.0,-1.0,1.0,15.799999999999997,6,9,-7,-748.0
2,yes,2020020398,2,-5,1,2,0.0,0.0,-1.0,-14.799999999999997,4,-2,2,-387.0
-1,no,2020020399,-1,21,-11,-4,-25.0,0.0,2.0,11.799999999999997,-4,3,-4,2245.0
1,yes,2020020400,1,-1,4,6,-50.0,-2.0,-3.0,-8.0,3,1,9,134.0
0,no,2020020401,0,-6,-1,0,0.0,0.0,0.0,-7.0,3,-3,-2,-618.0
0,no,2020020402,0,13,-13,-4,25.0,1.0,2.0,13.200000000000003,0,3,-5,2063.0
1,yes,2020020403,1,-1,-6,2,50.0,1.0,-1.0,-5.799999999999997,5,3,0,1706.0
1,yes,2020020404,1,12,-1,-2,33.3,2.0,1.0,22.0,2,0,7,930.0
2,yes,2020020405,2,-8,12,4,-33.3,-1.0,-2.0,-9.400000000000006,5,6,-21,1990.0
-2,no,2020020406,-2,7,5,2,-50.0,-2.0,-1.0,-19.200000000000003,2,4,-6,-473.0
-1,no,2020020407,-1,-6,-5,0,0.0,0.0,0.0,0.0,2,4,0,-1192.0
-1,no,2020020408,-1,16,-11,0,0.0,0.0,0.0,31.800000000000004,-5,-3,-13,1805.0
5,yes,2020020409,5,15,-3,-2,33.3,1.0,1.0,22.799999999999997,1,-1,-2,863.0
6,yes,2020020410,6,14,7,-6,50.0,2.0,3.0,13.400000000000006,-1,-5,-26,-2162.0
-4,no,2020020411,-4,-21,9,4,13.299999999999997,0.0,-2.0,15.200000000000003,3,4,-6,-2667.0
1,yes,2020020412,1,4,10,0,50.0,1.0,0.0,1.5999999999999943,4,6,-3,-424.0
1,yes,2020020413,1,32,-3,-6,0.0,0.0,3.0,-4.400000000000006,3,7,-5,3940.0
-4,no,2020020414,-4,-3,-10,0,-50.0,-2.0,0.0,13.799999999999997,-6,6,-3,-407.0
4,yes,2020020415,4,0,8,4,50.0,1.0,-2.0,9.400000000000006,3,-6,-3,2412.0
-3,no,2020020416,-3,-4,1,10,-50.0,-1.0,0.0,20.0,5,10,8,-175.0
2,yes,2020020417,2,11,4,-8,0.0,0.0,4.0,7.0,-2,-7,-6,-1458.0
-2,no,2020020418,-2,11,0,0,50.0,1.0,0.0,10.0,1,7,-1,3084.0
4,yes,2020020419,4,-7,2,-4,100.0,3.0,2.0,28.599999999999994,0,2,-13,-88.0
-1,no,2020020420,-1,0,1,0,0.0,0.0,0.0,-32.0,0,11,2,175.0
2,yes,2020020421,2,-21,14,4,-16.7,-1.0,-2.0,-21.200000000000003,0,3,-8,-5374.0
1,yes,2020020422,1,11,-12,2,0.0,0.0,-1.0,11.400000000000006,-1,5,-12,2523.0
1,yes,2020020423,1,11,0,-2,0.0,0.0,1.0,1.7999999999999972,13,4,-2,3403.0
-2,no,2020020424,-2,14,-9,0,-40.0,-2.0,0.0,8.0,4,1,10,2716.0
-1,no,2020020425,-1,-17,4,2,41.7,1.0,-1.0,-1.5999999999999943,1,-1,7,1680.0
4,yes,2020020426,4,12,7,-4,-25.0,0.0,2.0,11.200000000000003,5,2,-18,-3046.0
4,yes,2020020427,4,7,0,0,0.0,0.0,0.0,-31.0,-5,2,1,165.0
2,yes,2020020428,2,28,-14,2,0.0,0.0,-1.0,-1.5999999999999943,3,-5,-9,1938.0
-6,no,2020020429,-6,7,-3,2,-100.0,-2.0,-1.0,5.400000000000006,-3,-1,3,-983.0
-4,no,2020020430,-4,-15,2,0,0.0,0.0,0.0,15.200000000000003,0,-5,1,1740.0
-3,no,2020020431,-3,-10,1,0,-50.0,-1.0,0.0,-1.7999999999999972,3,-4,16,1148.0
-1,no,2020020432,-1,-1,-1,2,0.0,0.0,-1.0,8.0,4,5,-6,-533.0
-1,no,2020020433,-1,9,-7,-2,-16.700000000000003,0.0,1.0,8.599999999999994,-3,-1,11,1778.0
3,yes,2020020434,3,-3,-6,2,50.0,0.0,-1.0,0.0,-2,1,4,293.0
2,yes,2020020435,2,3,-4,4,0.0,0.0,-2.0,33.400000000000006,4,1,2,566.0
1,yes,2020020436,1,-4,9,0,0.0,0.0,0.0,17.599999999999994,0,5,-2,1062.0
-4,no,2020020437,-4,9,1,-4,0.0,0.0,2.0,-1.7999999999999972,-1,3,7,-283.0
-3,no,2020020438,-3,-10,-3,4,-50.0,-2.0,-1.0,8.799999999999997,7,15,-16,691.0
2,yes,2020020439,2,11,-6,-2,33.3,1.0,1.0,0.0,9,6,-7,585.0
1,yes,2020020440,1,-7,6,4,25.0,0.0,-2.0,19.200000000000003,3,9,7,-1436.0
-2,no,2020020441,-2,-6,-3,2,0.0,0.0,-1.0,-10.0,1,-4,3,1172.0
-1,no,2020020442,-1,-6,0,-2,0.0,0.0,1.0,-12.799999999999997,0,0,2,-1568.0
1,yes,2020020443,1,-5,8,-14,33.3,1.0,2.0,0.0,2,-1,16,463.0
3,yes,2020020444,3,12,0,0,33.3,1.0,0.0,5.200000000000003,-1,1,-4,886.0
3,yes,2020020445,3,13,9,8,0.0,0.0,-4.0,7.599999999999994,3,3,-5,-1466.0
-1,no,2020020446,-1,-6,-9,4,-40.0,-2.0,-2.0,-18.200000000000003,1,-2,12,72.0
1,yes,2020020447,1,15,-4,2,0.0,0.0,-1.0,20.799999999999997,10,1,4,193.0
-3,no,2020020448,-3,13,-4,-2,-50.0,-1.0,1.0,1.7999999999999972,2,1,3,-1681.0
3,yes,2020020449,3,7,1,2,66.7,2.0,-1.0,23.0,4,0,-4,1153.0
3,yes,2020020450,3,-17,-4,0,0.0,0.0,0.0,-14.799999999999997,1,0,-12,683.0
0,no,2020020451,0,-5,10,0,0.0,0.0,0.0,23.799999999999997,-2,6,3,362.0
-1,no,2020020452,-1,18,0,-6,0.0,0.0,3.0,0.0,0,4,17,-1393.0
-2,no,2020020453,-2,5,1,-2,16.700000000000003,1.0,1.0,4.400000000000006,-5,2,11,2329.0
1,yes,2020020454,1,-4,-2,-4,0.0,0.0,2.0,-23.400000000000006,6,0,-8,1087.0
1,yes,2020020455,1,12,-9,-4,33.3,1.0,2.0,-3.4000000000000057,2,8,14,1675.0
-1,no,2020020456,-1,8,0,0,0.0,0.0,0.0,-29.0,-3,3,-4,2030.0
1,yes,2020020457,1,-8,-2,-2,33.3,1.0,1.0,-22.0,2,2,-6,-312.0
2,yes,2020020458,2,0,9,-4,0.0,1.0,2.0,-22.0,10,7,-5,-189.0
-1,no,2020020459,-1,2,6,13,-25.0,-1.0,0.0,-16.400000000000006,7,3,-6,-210.0
2,yes,2020020460,2,-9,3,-6,0.0,1.0,3.0,-8.400000000000006,-1,6,2,-462.0
-4,no,2020020461,-4,0,-3,0,-50.0,-1.0,0.0,3.4000000000000057,1,2,21,-1138.0
9,yes,2020020462,9,3,0,-4,25.0,1.0,2.0,6.599999999999994,-2,8,-11,-239.0
0,no,2020020463,0,3,-12,0,0.0,0.0,0.0,-20.799999999999997,1,3,6,-301.0
1,yes,2020020464,1,-6,13,0,0.0,0.0,0.0,8.0,1,7,10,-2733.0
-4,no,2020020465,-4,3,-8,2,-41.7,-2.0,-1.0,-10.799999999999997,3,4,-1,1530.0
1,yes,2020020466,1,4,-4,-4,6.700000000000003,1.0,2.0,10.799999999999997,2,-4,-1,635.0
3,yes,2020020467,3,4,3,-2,50.0,1.0,1.0,17.799999999999997,-1,6,-12,-822.0
-3,no,2020020468,-3,-13,1,8,-40.0,-2.0,-4.0,-18.0,1,1,2,666.0
-1,no,2020020469,-1,-6,5,2,0.0,0.0,-1.0,17.400000000000006,1,7,8,324.0
-1,no,2020020470,-1,-1,-6,-4,33.3,1.0,2.0,4.799999999999997,1,-2,-8,1702.0
2,yes,2020020471,2,2,1,4,0.0,-1.0,-2.0,14.200000000000003,3,-3,11,-1094.0
-1,no,2020020472,-1,14,0,0,0.0,0.0,0.0,0.0,4,2,-7,2103.0
1,yes,2020020473,1,-19,-4,4,0.0,0.0,-2.0,-2.0,2,1,-12,-1165.0
1,yes,2020020474,1,-4,1,0,0.0,0.0,0.0,13.799999999999997,5,-1,11,1093.0
4,yes,2020020475,4,35,-3,4,25.0,0.0,-2.0,10.799999999999997,7,6,-3,1952.0
1,yes,2020020476,1,6,-11,2,33.3,1.0,-1.0,20.0,-2,4,-8,-1411.0
-2,no,2020020477,-2,-4,-9,-4,-50.0,-1.0,2.0,-14.200000000000003,2,16,-2,-1073.0
1,yes,2020020478,1,-15,-7,4,-33.3,-1.0,-2.0,14.200000000000003,5,0,9,-1485.0
-1,no,2020020479,-1,3,-10,-4,50.0,2.0,2.0,32.199999999999996,-3,9,16,-218.0
-1,no,2020020480,-1,9,-22,0,-33.3,-1.0,0.0,2.0,4,-2,-2,1364.0
-2,no,2020020481,-2,-8,-3,2,0.0,0.0,-1.0,13.200000000000003,0,6,9,-420.0
0,no,2020020482,0,-3,2,10,0.0,0.0,0.0,-23.599999999999994,3,-1,-6,1095.0
-2,no,2020020483,-2,-9,4,-4,0.0,0.0,2.0,-22.200000000000003,4,0,-6,301.0
5,yes,2020020484,5,4,-3,2,50.0,1.0,-1.0,21.0,3,-6,1,544.0
0,no,2020020485,0,6,-6,0,0.0,0.0,0.0,6.599999999999994,-2,-4,-11,9.0
3,yes,2020020486,3,-2,14,2,33.3,1.0,-1.0,1.7999999999999972,-1,1,4,419.0
2,yes,2020020487,2,28,-11,-4,0.0,0.0,2.0,-3.799999999999997,1,0,3,3625.0
-3,no,2020020488,-3,-12,5,2,-33.3,-1.0,-1.0,-19.200000000000003,1,5,3,-64.0
0,no,2020020489,0,22,-7,0,0.0,0.0,0.0,5.599999999999994,3,-3,2,2412.0
2,yes,2020020490,2,2,4,-2,0.0,0.0,1.0,-8.400000000000006,7,2,-13,-269.0
2,yes,2020020491,2,6,-14,-10,-33.3,-1.0,0.0,2.200000000000003,6,5,-1,-299.0
6,yes,2020020492,6,11,1,-6,50.0,1.0,-2.0,11.400000000000006,3,3,1,-159.0
-3,no,2020020493,-3,10,-6,4,-33.3,-1.0,-2.0,18.599999999999994,1,-3,-3,-828.0
-2,no,2020020494,-2,3,-2,6,-50.0,-2.0,-3.0,1.5999999999999943,2,1,-6,-1766.0
2,yes,2020020495,2,-11,9,4,50.0,1.0,-2.0,17.0,1,1,2,-2722.0
2,yes,2020020496,2,21,-3,-2,66.7,2.0,1.0,-11.200000000000003,3,4,3,2619.0
-3,no,2020020497,-3,-9,1,-2,0.0,0.0,1.0,2.200000000000003,-2,2,12,273.0
4,yes,2020020498,4,15,-10,-2,0.0,0.0,1.0,-1.7999999999999972,0,11,-10,356.0
1,yes,2020020499,1,-13,7,-2,0.0,0.0,1.0,-26.599999999999994,2,8,2,4360.0
-4,no,2020020500,-4,-7,5,0,0.0,0.0,0.0,-7.200000000000003,5,7,4,-182.0
1,yes,2020020501,1,-2,8,0,33.3,1.0,0.0,-5.400000000000006,-1,9,4,-1322.0
-4,no,2020020502,-4,-10,13,2,50.0,1.0,-1.0,-10.599999999999994,-2,3,16,850.0
1,yes,2020020503,1,-19,4,6,0.0,0.0,-3.0,14.200000000000003,2,-4,17,903.0
-1,no,2020020504,-1,1,2,2,8.299999999999997,0.0,-1.0,13.400000000000006,-2,3,6,-658.0
1,yes,2020020505,1,-3,3,-2,-16.700000000000003,0.0,1.0,0.0,-1,2,-18,-892.0
2,yes,2020020506,2,3,4,2,50.0,1.0,-1.0,1.7999999999999972,2,-2,-4,645.0
-1,no,2020020507,-1,-9,1,-2,-8.299999999999997,0.0,1.0,-4.599999999999994,-3,1,7,586.0
0,no,2020020508,0,-7,9,0,-25.0,-1.0,0.0,4.200000000000003,0,8,10,-652.0
3,yes,2020020509,3,14,-12,-4,0.0,0.0,2.0,6.200000000000003,2,5,-16,-2790.0
-1,no,2020020510,-1,-7,-3,-2,0.0,0.0,1.0,-27.0,1,2,-3,476.0
2,yes,2020020511,2,2,11,0,0.0,0.0,0.0,21.0,2,-5,9,1559.0
-4,no,2020020512,-4,3,-11,2,-66.7,-2.0,-1.0,7.400000000000006,5,11,3,1784.0
1,yes,2020020513,1,-4,4,-14,33.3,1.0,2.0,-28.800000000000004,-3,9,-5,-593.0
2,yes,2020020514,2,-16,4,-2,0.0,0.0,1.0,-3.4000000000000057,0,-2,6,5.0
-1,no,2020020515,-1,5,-4,-6,25.0,1.0,3.0,11.200000000000003,-2,0,-4,-668.0
-5,no,2020020516,-5,22,-10,14,6.700000000000003,-1.0,-2.0,0.0,4,3,5,2639.0
1,yes,2020020517,1,-2,6,2,-33.3,-1.0,-1.0,-6.599999999999994,-2,6,17,-290.0
-1,no,2020020518,-1,3,-2,-2,33.3,1.0,1.0,-8.799999999999997,-3,10,9,-642.0
3,yes,2020020519,3,-20,13,-4,33.3,1.0,-3.0,-1.7999999999999972,4,3,-4,-3474.0
6,yes,2020020520,6,9,-1,0,0.0,0.0,0.0,-1.7999999999999972,0,-2,0,-842.0
-1,no,2020020521,-1,-10,8,0,0.0,0.0,0.0,26.400000000000006,-1,5,14,1999.0
1,yes,2020020522,1,14,-1,-6,33.3,1.0,3.0,7.400000000000006,2,-1,0,2399.0
4,yes,2020020523,4,13,8,-6,25.0,1.0,3.0,-13.400000000000006,5,-1,-7,551.0
