Goal,Shot,Blocked Shot,Faceoff,Takeaway,Giveaway,Hit,Missed Shot,Penalty,won
1,2,-3,-1,-2,0,-10,0,-1,yes
5,-6,0,10,3,-3,-5,-4,-1,yes
-1,5,11,-2,-1,4,9,-4,2,yes
-3,3,6,-4,1,3,4,2,0,no
0,-1,6,-19,2,0,0,-3,2,yes
1,-2,6,0,-1,10,-10,5,-1,no
2,-8,7,-6,4,0,-1,1,-1,yes
5,-1,5,-5,-4,7,-1,-3,0,yes
0,4,5,-1,7,-1,6,-2,-3,no
-2,2,5,-9,-3,4,2,0,1,no
0,-8,3,3,-2,-1,3,6,2,yes
0,-3,4,-1,1,7,0,-4,0,no
-2,-9,-6,-4,3,4,6,-3,-1,no
-1,1,8,2,-4,0,-11,1,-1,no
2,-1,-3,2,1,0,-2,1,-1,yes
2,-7,1,2,0,7,-6,4,-1,yes
2,9,7,-8,1,2,-1,2,1,yes
3,4,2,-8,-2,10,-8,-7,2,yes
1,1,-8,7,-5,4,-10,-1,0,yes
1,-5,2,6,-3,6,4,-2,0,no
4,6,-3,-3,2,3,4,2,0,yes
-1,-18,3,-4,1,10,0,-11,0,no
-5,-19,2,-1,7,-2,12,-2,4,no
2,21,3,2,0,7,-9,-1,-2,yes
2,-1,7,0,3,4,-1,3,1,yes
2,0,6,-10,1,-2,-2,0,-1,no
4,0,9,6,3,1,-3,-3,2,yes
2,-3,6,1,-1,6,5,-8,0,yes
0,-1,8,-14,6,5,-4,3,-2,yes
-3,6,-12,14,-1,-1,5,2,-2,no
-2,9,1,-5,0,-4,5,8,-1,no
4,10,-3,8,-7,-4,-12,3,-1,yes
2,3,1,6,0,-4,2,3,1,yes
-1,9,-13,-5,-3,4,2,0,-2,no
1,-2,1,-12,-5,-4,-1,2,-3,no
1,3,1,-6,0,0,0,6,-1,yes
1,18,-6,13,-2,8,7,-4,-2,yes
4,-1,5,3,0,3,-5,0,-2,yes
0,1,8,3,1,3,-16,0,1,no
0,0,0,6,-1,5,9,2,0,yes
-3,15,-7,19,1,5,1,8,-2,no
-1,-3,0,-1,-1,-3,-8,-5,0,yes
-2,-1,7,12,-2,-1,13,-5,0,no
-1,2,-8,9,-1,8,1,5,-2,no
5,3,0,-3,3,14,-6,7,-1,yes
2,-3,9,2,3,2,9,1,2,yes
2,-1,7,-2,7,2,0,-6,-1,yes
0,5,-10,4,-3,-1,2,1,-2,no
-1,15,7,-3,0,0,11,-8,2,no
-1,-1,-4,0,3,4,1,-1,0,no
-1,-8,4,-4,-7,7,3,-3,0,no
3,-11,12,2,3,-2,-3,-6,1,yes
4,-11,-3,5,4,3,3,1,0,yes
-1,1,-5,0,2,9,2,2,0,no
1,3,-6,-5,-1,3,-5,-3,1,yes
1,10,-1,6,-2,-5,-4,5,2,no
0,0,8,5,5,6,0,-5,-2,no
0,-5,6,-6,0,5,2,-4,-1,yes
-2,-12,2,-9,-1,0,4,-1,0,no
-1,-2,-3,1,0,-1,-8,-8,2,no
0,-16,-1,-2,-3,3,-9,1,1,yes
4,-12,-18,-2,12,-2,-20,-8,2,yes
5,3,6,6,2,4,1,-1,-1,yes
1,-6,1,-3,8,5,5,-1,2,yes
-3,5,0,1,-2,-3,-3,1,-1,no
-1,12,-5,5,0,2,-1,-2,0,no
0,1,0,4,2,3,-2,7,1,yes
-2,-1,-2,-1,1,-3,-2,-1,0,yes
0,4,4,9,2,1,8,8,2,no
4,2,-6,4,3,4,-4,5,0,yes
1,3,5,-10,-11,3,13,0,1,yes
0,-7,6,0,2,1,3,-3,-2,no
0,-5,10,-10,1,3,7,-9,1,no
-2,5,-7,3,2,-3,-4,-5,0,no
-5,-8,0,-8,3,-4,4,0,2,no
0,-8,1,8,0,5,-7,6,0,no
-1,7,-8,14,1,7,2,2,0,no
2,1,0,12,4,-1,3,3,0,yes
0,-10,2,1,-2,5,-6,-4,1,no
0,-2,1,4,2,-2,6,6,-1,yes
-3,2,-1,4,0,6,17,-4,3,no
4,-18,2,3,-2,3,0,-2,0,yes
-2,16,0,-2,-5,0,-8,5,-2,no
2,-21,5,-8,0,2,3,-2,0,yes
-1,6,-2,0,4,1,18,-2,-3,no
3,-14,-3,-6,4,5,-11,1,-2,yes
0,-6,-16,0,1,3,-12,-2,1,no
4,1,3,-10,-3,-2,-12,-8,-4,yes
-1,-8,-4,-9,9,4,6,-2,-2,no
-1,-2,-5,11,-1,2,-6,2,-2,no
1,15,-1,-13,3,-5,9,-2,0,yes
0,3,-6,5,1,5,12,4,-2,yes
-4,13,-5,-3,2,2,9,5,-1,no
-1,6,-6,10,3,-2,1,1,-1,yes
-2,-9,3,-8,1,7,8,6,1,no
0,-3,11,3,3,-2,-29,3,-1,no
0,1,-7,-1,3,-3,3,2,0,no
0,25,-4,7,4,4,0,1,2,yes
-2,10,-3,4,4,9,-4,4,1,no
0,8,15,0,-2,3,15,0,0,no
-1,17,3,8,0,8,-2,-4,-1,no
-3,3,1,-2,3,-1,-2,-1,-2,no
1,-1,8,16,2,7,0,-1,2,yes
1,-7,-5,-6,2,-1,-1,0,-2,yes
0,8,1,1,6,3,0,1,2,no
-2,1,-1,0,0,-4,-7,-1,0,no
0,3,5,6,0,1,3,6,1,no
1,2,7,-1,0,10,-8,4,0,no
-1,21,-3,3,5,-1,17,7,0,no
-1,7,2,10,1,0,-6,10,-4,no
-3,12,-3,-1,-5,1,-5,-2,1,no
1,-4,6,-2,-1,-1,13,-4,0,yes
1,2,2,5,5,1,4,-2,-1,yes
-2,0,-8,0,4,9,11,7,1,no
0,0,3,-2,0,3,-9,3,2,no
2,-9,0,13,2,-3,-8,7,2,yes
-2,10,-1,8,2,0,11,6,0,no
-3,-13,0,0,2,-3,4,0,3,no
1,7,2,4,1,-4,4,-1,0,no
0,7,-2,1,9,0,6,9,1,no
2,2,0,5,-2,3,-14,1,0,yes
-1,1,1,11,-2,-1,10,6,1,no
0,0,3,0,1,1,-17,-4,0,yes
-4,-1,2,-6,-4,-1,6,7,0,no
1,0,6,6,4,9,3,-1,1,yes
-2,-4,3,6,-1,3,2,-1,3,no
0,-10,-6,-11,0,-2,0,4,0,no
2,7,-2,-1,8,10,-9,5,-1,yes
2,-11,9,-9,1,2,15,1,1,yes
-1,0,-12,4,5,-6,0,-1,-1,yes
4,-4,5,5,2,1,-25,-2,-1,yes
-1,10,-4,-6,-2,0,2,-3,0,no
0,-14,-5,3,6,-3,12,-4,0,no
-1,-7,0,0,0,-1,-7,3,2,no
1,8,-7,3,7,-10,12,11,-1,yes
-4,-7,3,3,-3,6,-7,8,-1,no
-1,-4,-5,0,3,9,-7,5,-1,no
-1,0,-5,-7,3,-1,-1,4,0,no
-2,-3,-11,-5,5,5,-2,-2,-1,no
-2,3,2,-10,0,2,5,4,1,no
1,7,-2,11,4,15,-4,1,0,no
0,-12,-4,-12,10,2,-18,1,-1,yes
-2,-18,9,-17,3,5,-14,-8,3,no
0,5,-3,-5,-4,4,2,1,-2,no
-2,8,2,0,-1,8,24,2,2,no
6,-19,1,-12,0,6,10,0,0,yes
-1,-10,-4,1,7,8,-1,2,-2,no
1,9,2,7,0,-3,-6,2,0,yes
-1,3,-6,-7,0,2,5,7,0,no
-3,-3,-3,-15,-2,0,9,7,0,no
4,7,7,6,2,1,-13,3,-2,yes
0,3,-12,5,0,-1,15,3,0,no
1,-5,7,5,0,1,5,2,0,yes
1,0,3,9,-1,3,5,1,-2,yes
0,8,-6,4,4,4,-7,5,-1,no
-3,-3,1,-3,1,4,4,-8,1,no
2,4,5,-11,-1,2,7,0,1,yes
-2,-8,5,10,-8,-4,19,-6,1,no
-3,3,-7,-11,4,7,-2,10,0,no
-3,4,-7,3,0,4,-3,1,2,no
1,-1,2,-6,-2,2,-4,-3,0,yes
-4,16,-8,10,-6,22,16,-4,-4,no
0,-15,1,-5,2,3,16,-3,0,no
-2,15,-3,1,3,0,2,0,1,no
-2,-9,7,-4,3,-2,1,-4,0,no
-1,-6,1,-5,-1,3,-15,2,2,no
0,9,-5,-10,1,-2,-3,-2,0,no
0,0,-2,4,1,6,-8,-5,1,no
1,6,-6,12,-1,-6,0,0,-2,yes
-2,8,5,5,-1,0,7,-4,-2,no
0,11,3,6,6,7,-17,6,-2,yes
-3,3,3,2,7,4,-6,-4,0,no
1,-7,-9,3,1,9,0,-2,0,yes
0,5,-10,8,2,3,-1,-4,2,yes
1,-11,3,0,-2,1,6,-3,0,yes
-2,-5,4,-6,-1,0,2,5,1,yes
0,2,-2,9,-4,5,6,6,-2,no
0,-10,-4,1,4,6,0,-3,0,yes
4,2,8,-2,7,6,-3,-2,0,yes
1,3,-2,10,1,-5,-3,1,-1,yes
-1,6,-3,-6,-2,1,4,11,0,no
-2,-8,2,-1,2,3,0,-10,1,no
-3,-8,7,-11,1,1,-1,6,0,no
4,-1,-1,4,3,-6,6,-1,0,yes
3,7,3,-4,3,5,2,12,1,yes
-4,-1,-8,7,-2,-6,13,7,1,no
0,-7,2,-7,3,0,0,2,2,yes
-1,-1,-1,-4,0,10,-6,0,-1,no
0,-3,-3,4,1,-2,3,-1,3,no
5,-4,5,-9,2,-1,-2,-1,3,yes
-2,-2,-1,-2,0,2,4,3,-1,no
-2,5,-7,-8,2,5,0,4,1,no
1,7,-7,3,0,-1,-3,3,0,yes
-4,-4,7,4,7,0,5,-3,1,no
0,-14,7,-2,1,3,-9,-7,-1,yes
-3,4,-6,-3,-1,4,20,9,1,no
1,4,4,-5,1,1,-4,-5,0,yes
-2,-17,10,-9,-3,-1,10,4,1,no
-1,-1,6,12,1,-2,10,4,1,no
-1,10,2,-24,-1,3,-5,6,-5,no
-3,-7,-4,-7,-1,0,10,-1,-1,no
2,6,4,6,-1,-2,7,1,-1,yes
-3,-7,-3,-7,-2,1,-3,1,-1,no
3,-17,2,3,4,7,3,-1,-1,yes
1,4,-1,3,0,0,-2,9,1,yes
-3,2,-8,3,-1,-1,9,2,1,no
-1,-3,-6,-15,0,0,5,5,0,no
1,-1,3,-9,5,4,1,-1,1,yes
0,5,0,0,11,10,11,-6,0,no
2,7,3,-3,7,2,0,10,1,yes
-3,12,-4,6,-1,2,6,-3,0,no
-2,0,-2,6,-2,-3,10,7,-3,yes
-2,-2,2,1,-3,6,13,0,1,no
2,-7,1,-11,-1,2,-3,-7,1,yes
1,-3,4,-6,4,-4,-3,-7,-1,yes
2,-9,-3,-12,2,-1,6,-3,3,yes
3,13,-5,-8,2,4,-7,4,-1,yes
1,6,-13,-6,2,-1,16,0,0,yes
1,4,-5,-9,1,-2,11,-3,-1,yes
0,-5,-4,-5,-3,2,-6,-4,0,no
-4,-3,-3,-7,1,3,20,2,4,no
1,-4,-5,8,3,4,-1,4,1,yes
-1,10,4,8,3,-3,3,5,0,no
-2,-6,14,-10,1,5,0,-5,1,no
0,0,0,-2,4,-3,7,-6,2,no
2,-1,-1,12,3,2,0,4,1,yes
1,-4,-1,0,2,6,-1,-6,0,no
0,4,-6,-10,3,-4,-10,7,-1,no
-2,-4,-1,17,0,-1,3,7,0,no
-1,7,-8,5,0,3,16,0,1,no
4,-6,4,0,3,2,-3,-6,3,yes
2,-4,2,7,2,-5,3,0,1,yes
-2,3,-3,5,2,1,6,2,-1,no
5,-10,2,8,-3,-5,-8,5,1,yes
-2,-6,-3,-1,-2,-2,3,9,3,no
3,8,5,1,1,-6,1,-8,1,yes
0,-11,7,6,1,3,-9,-3,0,no
0,9,-5,-3,1,1,1,11,0,yes
-3,3,-8,11,1,-1,9,-12,1,no
1,11,3,0,3,0,-11,-1,-1,no
-1,1,5,-5,3,2,22,3,0,no
-2,8,-3,8,1,0,-3,1,0,no
6,-2,2,6,-2,11,-3,-1,-1,yes
0,-3,-6,5,-1,2,3,0,2,yes
-1,-8,1,9,6,2,5,4,-1,yes
3,2,-8,7,-1,6,6,1,-3,yes
2,6,-6,3,3,7,3,9,-3,no
2,5,-11,4,0,7,6,1,-2,yes
0,5,-11,0,1,4,2,4,-1,yes
-3,-7,3,-5,-4,2,11,2,1,no
0,-2,-1,4,3,2,1,0,1,no
2,7,-1,5,-2,9,-1,-7,-1,yes
-1,16,1,3,0,-2,-3,-4,0,yes
2,-6,-1,4,-5,8,-18,3,-2,yes
-1,-8,-6,5,6,-5,-5,-1,0,no
-1,5,-5,15,1,1,3,1,-4,no
1,9,-3,11,-4,4,-5,1,-3,yes
-1,-6,11,8,5,7,-7,1,0,no
1,-5,-1,-2,0,-2,-2,-2,1,yes
-1,14,-4,6,-2,5,1,7,-1,no
1,-1,-1,-2,-1,0,6,8,3,yes
0,-12,2,-12,4,-8,0,-6,0,no
-1,11,-12,6,0,3,0,6,-2,no
2,1,-8,-2,2,0,-5,11,1,yes
0,8,-2,13,1,0,8,-7,0,yes
1,-2,9,-5,4,6,-14,2,2,yes
-2,4,6,-11,5,3,1,3,2,no
1,-2,-9,2,1,4,3,-4,1,no
-2,14,-5,12,-4,0,-9,-3,0,no
5,9,-2,11,0,1,-5,6,-1,yes
7,12,2,10,-1,-1,-21,-6,-3,yes
-3,-12,10,8,3,3,-4,-8,1,no
3,10,10,-1,4,5,-2,-4,-1,yes
0,26,-4,2,2,6,-6,3,-2,yes
-3,2,-9,7,-1,3,-5,2,0,no
4,0,2,1,1,-6,-5,-10,0,yes
-2,-5,4,8,6,6,4,0,1,no
3,10,5,5,-2,-6,-5,9,-3,yes
-2,8,0,1,0,4,2,3,1,no
5,-7,1,15,-2,2,-8,1,-2,yes
2,8,-1,-12,2,11,2,1,-2,no
3,-19,10,-16,-1,2,-4,-14,3,yes
0,10,-10,7,0,6,-9,5,1,yes
2,8,-1,-2,11,2,3,9,-1,yes
-4,17,-7,3,6,2,8,-1,0,no
0,-6,4,1,1,3,7,-7,1,no
3,8,8,2,7,6,-16,2,-2,yes
1,8,-5,-11,-5,1,0,3,-2,yes
1,25,-15,0,1,-5,-6,0,-1,yes
-3,9,2,3,-2,-3,4,0,1,no
-2,-10,2,8,-1,-6,4,-6,-1,no
-1,-6,1,2,3,-5,15,3,0,no
-1,-3,1,4,3,2,-6,11,1,no
-3,11,-6,-1,1,-1,10,1,-1,no
1,-1,-7,-2,-2,0,1,-7,1,yes
2,1,-1,22,3,1,0,1,2,yes
0,-12,3,1,1,4,-1,1,0,yes
-2,3,8,-3,0,2,4,-9,0,no
-1,-2,-1,2,7,11,-18,-2,-1,no
2,8,-6,-4,9,1,-3,-4,-1,yes
0,-3,0,10,2,9,2,1,1,yes
-2,-7,-4,-11,1,-1,5,1,2,no
-2,1,1,-4,1,-1,-1,4,-1,no
3,0,5,1,1,-2,12,4,-3,yes
1,10,-2,1,-1,-1,-4,5,1,yes
2,16,6,2,3,1,-2,-4,2,yes
0,-3,-8,-10,2,-2,6,5,1,no
1,17,-6,3,7,1,-2,7,-1,yes
-3,7,-4,-2,2,1,-1,5,-1,no
0,9,1,12,3,0,-5,4,-1,yes
2,-17,-5,-9,0,2,-13,-5,0,yes
0,-8,6,10,-4,5,1,5,0,no
-1,8,2,-2,1,1,11,5,-3,no
-1,0,1,-2,-4,2,8,0,0,no
1,1,-2,-7,3,-1,-9,-1,-1,yes
2,9,-5,2,2,5,12,-5,-2,yes
0,5,2,-18,-3,0,-8,-1,0,no
1,-4,-2,-12,2,1,-1,2,-1,yes
2,-1,5,-10,8,5,0,4,-2,yes
-1,0,6,-10,9,1,-4,-7,1,no
1,-5,1,-5,0,4,-2,1,-2,yes
-4,5,-2,-5,0,0,17,-5,0,no
9,-6,2,5,0,9,-9,-7,-1,yes
0,1,-13,-6,0,1,6,7,-1,no
1,-1,8,6,0,7,5,-5,0,yes
-5,4,-4,-3,3,3,1,-1,2,no
-1,-2,-6,-1,-1,-3,2,6,-2,yes
2,1,2,9,0,5,-11,0,-1,yes
-3,-15,0,0,0,2,2,1,3,no
-2,-9,7,1,0,5,1,-5,1,no
0,-6,-3,3,3,-1,-8,0,-2,no
1,-1,-1,4,0,-3,9,2,2,yes
-1,11,4,2,6,3,-9,4,0,no
2,-20,0,-1,1,1,-10,2,3,yes
1,-2,0,8,2,-1,9,-2,0,yes
4,32,-2,7,2,6,-1,3,1,yes
0,5,-15,13,-2,4,-4,2,1,yes
-1,-8,-6,-7,5,12,-1,3,-1,no
-1,-14,-1,1,6,-1,7,-1,1,yes
-1,-2,-4,8,-3,7,16,3,-1,no
-1,8,-16,0,4,-2,-5,-1,1,no
-1,-11,1,8,0,7,6,-5,1,no
0,-11,-1,-13,2,0,-5,4,2,no
-2,-11,2,-7,4,2,-6,-4,0,no
3,-2,0,8,2,-3,0,3,0,yes
0,2,-7,-1,-1,-2,-11,2,1,no
3,-13,12,4,-2,1,5,1,2,yes
1,25,-9,2,2,0,4,-3,-3,yes
-1,-10,4,-9,1,4,-4,0,1,no
0,15,-10,1,3,-2,1,8,0,no
2,8,1,-8,7,1,-18,6,-2,yes
0,3,-12,-1,4,3,-1,3,1,yes
6,4,-1,9,4,4,-1,2,1,yes
-1,8,-5,9,4,-2,-1,0,2,no
-2,1,-1,-1,3,1,-7,0,3,no
2,-1,5,7,2,1,-1,-6,2,yes
1,17,-8,-5,3,4,2,5,-1,yes
-3,-7,4,1,-3,3,7,2,0,no
4,8,-10,-5,0,10,-8,2,-2,yes
1,-11,6,-7,2,5,-4,-10,-1,yes
-2,-5,4,-2,5,5,5,-1,0,no
2,6,10,-2,0,14,4,4,-2,yes
-3,-12,13,-2,1,2,10,-8,1,no
1,-9,1,6,2,-3,14,2,3,yes
-3,-7,8,4,0,3,10,-3,1,no
2,1,-1,2,1,0,-16,2,-1,yes
2,8,0,-1,1,1,-4,-1,0,yes
-1,-12,5,-5,-1,1,8,-8,1,no
-1,-3,5,-2,-1,8,10,4,-1,no
4,9,-9,-1,3,4,-12,5,-1,yes
-1,-5,-6,-8,0,0,-3,6,-1,no
0,-4,9,6,-1,0,7,-7,0,yes
-3,5,-11,6,5,7,5,4,1,no
1,0,-2,-16,-4,9,-2,-7,-4,yes
2,-17,3,2,0,-1,8,2,0,yes
0,7,-4,6,0,-1,-1,8,-2,no
-4,20,-8,1,5,-1,7,-3,0,no
1,-4,3,1,-1,6,14,-1,1,yes
0,2,4,-2,-2,9,6,6,-1,no
2,-21,8,-3,3,1,-5,-4,1,yes
5,3,-2,1,1,-2,-1,2,1,yes
0,-8,10,10,-1,-1,15,-1,0,no
1,13,-1,7,1,1,-2,3,-2,yes
4,8,6,-13,4,0,-4,4,-3,yes
3,-5,0,2,2,1,2,-5,2,yes
-2,12,-4,8,-3,0,0,0,-1,no
-1,4,-6,7,-5,-7,-8,2,3,no
-1,-3,-13,-1,2,6,6,2,0,no
2,6,-4,-1,3,6,2,8,-1,yes
0,22,-7,13,-1,-6,-19,7,-2,yes
0,17,-4,11,3,-2,0,-2,0,yes
0,12,4,-12,-2,-8,-12,0,-1,yes
2,-5,-4,5,12,0,-7,-6,1,yes
2,10,-8,0,0,0,-10,5,-1,yes
-2,-12,0,2,-1,4,0,0,-2,no
0,14,4,-2,5,3,1,-5,-2,no
-2,10,-4,9,1,10,-14,5,-1,yes
2,9,-1,-4,-1,4,-1,7,0,yes
0,-1,5,-5,0,11,11,-2,1,no
0,-7,-6,9,1,-1,-10,2,1,no
2,-9,2,-5,-2,-6,5,-6,-4,yes
-1,7,-2,8,-1,-2,5,4,-1,no
3,5,9,3,2,-4,15,1,0,yes
3,1,-1,-6,8,1,-3,0,0,yes
1,11,5,-4,0,-1,-16,4,0,yes
-1,-4,1,6,1,1,-9,-2,-2,no
-2,5,-4,-7,-1,-4,19,1,0,no
-2,5,0,1,2,-12,5,1,3,no
2,2,3,-8,-1,6,2,-6,-2,no
1,-2,2,3,4,4,-29,8,1,yes
-1,2,3,4,-4,0,5,3,1,no
0,6,7,7,3,3,-9,4,0,no
-4,6,0,0,4,5,3,9,-3,no
2,27,-1,-6,-1,3,-2,7,-2,yes
2,-6,4,-10,1,1,1,6,-1,yes
1,15,-6,6,2,2,3,4,-1,no
-2,9,-3,2,0,-3,4,12,0,no
3,-6,6,-6,9,3,-6,-7,2,yes
1,-6,1,-8,0,2,3,-2,0,yes
-1,15,-7,4,4,1,1,2,-1,no
3,-8,-3,-3,5,-1,-2,4,0,yes
3,-10,-7,5,4,9,-17,-2,-1,yes
1,-15,10,-17,0,1,-1,-4,-1,yes
0,-9,4,-8,1,2,-9,3,0,yes
3,6,1,7,-1,0,8,2,-2,yes
1,12,7,-5,1,-1,1,-5,-1,no
-2,3,-4,-2,7,-8,13,1,1,no
-2,-7,2,-6,2,1,-3,-9,2,no
2,8,-10,0,6,0,0,12,1,yes
-2,9,-2,0,4,4,0,3,1,no
2,7,-8,1,5,2,4,-2,-2,yes
-2,4,5,4,-7,-3,12,0,0,no
-1,-15,6,-5,5,-3,7,-11,2,no
3,8,5,0,8,0,-11,-3,1,yes
0,-4,1,0,2,1,4,-2,-2,yes
-1,8,3,-3,0,3,8,4,0,yes
-1,-9,2,2,2,1,-12,-2,-1,no
-2,-4,2,-1,1,4,-7,-1,-1,no
-3,-13,-3,2,0,9,3,-12,1,no
