Goal,Shot,Blocked Shot,Faceoff,Takeaway,Giveaway,Hit,Missed Shot,Penalty,won
4,22,14,34,2,5,19,7,5,no
4,21,22,20,8,10,15,10,3,yes
3,26,18,13,2,1,16,7,4,yes
0,32,6,27,1,0,21,9,2,no
3,16,10,25,4,15,32,11,4,yes
1,25,11,20,4,11,37,19,3,no
2,14,7,20,9,10,24,5,4,no
6,24,4,28,2,6,12,8,3,yes
1,18,8,15,3,17,13,7,2,no
3,21,9,21,3,13,15,10,3,yes
3,16,17,27,5,1,9,11,4,yes
2,25,4,22,2,5,11,11,2,no
0,16,13,28,7,9,20,10,7,yes
1,14,14,16,2,5,19,12,4,no
1,23,4,20,0,3,19,4,3,no
2,26,5,14,0,3,19,10,2,yes
1,15,16,18,3,2,22,11,3,no
2,33,10,31,1,10,29,7,1,yes
1,23,11,21,5,1,23,5,3,no
5,22,16,24,5,4,18,5,1,yes
3,21,10,17,2,8,30,9,2,no
3,22,18,20,3,11,14,9,3,no
2,24,8,15,6,3,11,8,3,no
2,24,8,21,5,8,20,10,3,yes
4,12,10,14,9,11,15,9,4,yes
1,27,3,33,10,16,16,17,2,no
3,22,9,20,3,8,25,15,1,no
2,19,9,19,2,5,17,10,1,yes
4,24,9,20,7,16,15,12,2,yes
2,23,16,32,5,15,28,7,2,no
2,28,15,20,3,7,21,7,4,yes
1,30,7,29,2,15,22,12,2,no
0,20,8,22,6,7,22,6,3,no
5,23,8,19,9,21,16,13,2,yes
3,23,7,27,3,8,11,7,3,no
5,20,16,29,6,10,20,8,5,yes
0,22,5,22,2,3,7,10,6,no
2,21,12,20,9,5,7,4,5,yes
1,22,14,21,6,11,25,8,5,no
1,27,4,25,3,10,27,9,3,no
5,12,5,20,7,8,7,18,1,yes
4,27,12,17,7,8,18,10,3,no
2,29,9,22,7,2,22,6,1,yes
1,28,5,22,10,6,23,5,1,no
5,19,6,27,9,2,19,9,3,yes
4,11,10,23,2,9,22,6,3,no
1,24,3,20,7,18,29,12,2,no
4,13,15,22,10,16,26,6,3,yes
1,24,13,17,1,2,14,6,3,no
5,13,10,22,5,5,17,7,3,yes
1,26,11,24,2,5,10,7,4,yes
0,27,6,24,4,14,12,9,4,no
3,21,12,28,3,2,24,11,2,no
4,24,6,23,2,5,19,8,3,yes
1,16,14,21,10,11,23,8,3,no
2,26,13,27,8,6,19,13,5,no
0,24,7,16,6,3,21,9,2,yes
0,24,15,21,11,9,21,4,0,no
2,18,10,31,6,3,14,10,2,no
2,13,16,25,6,8,16,6,1,yes
2,27,13,27,5,7,7,8,5,yes
0,15,15,18,4,7,11,7,5,no
2,27,12,21,4,11,20,13,4,yes
1,25,9,22,4,10,12,5,6,no
1,29,7,22,7,6,28,9,2,no
1,13,6,20,4,9,19,10,3,yes
2,66,32,54,8,20,48,24,2,no
6,54,14,52,20,18,28,16,4,yes
1,20,7,22,4,6,10,6,3,no
6,23,13,28,6,10,11,5,2,yes
1,23,7,19,5,1,22,6,1,no
2,17,8,16,13,6,27,5,3,yes
4,21,10,24,3,6,21,9,5,yes
1,26,10,25,1,3,18,10,4,no
3,17,10,19,3,4,24,10,1,yes
2,29,5,24,3,6,23,8,1,no
2,20,10,19,4,11,14,3,1,no
2,21,10,23,6,14,12,10,2,yes
3,25,7,25,5,7,15,6,1,no
1,24,5,24,6,4,13,5,1,yes
1,22,9,16,2,10,9,7,2,yes
1,26,13,25,4,11,17,15,4,no
3,23,12,24,4,4,14,4,5,no
7,25,6,28,7,8,10,9,5,yes
3,16,10,26,13,2,13,9,2,no
4,19,15,16,2,5,26,9,3,yes
2,24,6,18,0,3,17,10,4,no
2,17,12,18,2,4,20,7,2,no
1,28,7,22,5,11,13,15,1,yes
1,23,17,12,6,14,20,6,2,no
3,17,15,20,3,14,18,9,4,yes
1,22,8,23,5,11,14,4,4,no
5,22,9,21,3,8,5,8,0,yes
0,14,9,13,6,4,9,8,2,no
2,26,14,19,3,5,23,2,1,no
2,18,15,27,3,10,16,8,1,no
2,20,14,14,2,3,11,9,1,no
1,27,6,28,3,10,13,11,1,no
2,16,10,15,2,6,34,7,4,no
4,17,10,27,6,5,37,10,4,yes
4,30,8,23,9,9,30,8,2,yes
4,20,10,24,7,14,24,4,3,no
2,18,9,20,3,6,8,8,4,no
2,16,10,24,5,4,14,14,3,yes
3,27,12,18,2,8,20,13,1,yes
0,29,11,22,2,14,37,9,4,no
0,33,8,19,3,7,15,13,2,no
4,15,10,22,1,10,15,11,2,yes
3,14,7,25,9,3,20,2,5,yes
1,30,7,23,4,3,12,7,3,no
0,30,7,29,5,5,7,12,5,no
2,9,12,21,5,7,10,10,5,yes
4,22,12,30,2,9,15,8,5,yes
3,28,10,30,6,10,33,6,2,no
0,26,13,25,4,4,23,12,4,no
3,12,10,19,8,9,12,13,2,yes
0,23,24,15,9,2,31,10,2,yes
0,17,8,15,10,5,19,8,3,no
2,19,5,26,3,5,22,20,7,no
6,20,8,16,0,3,10,12,3,yes
1,26,14,28,5,4,18,15,10,yes
0,18,10,19,14,8,24,13,8,no
3,24,13,18,2,2,20,6,3,yes
2,22,8,29,1,4,14,8,1,no
2,17,11,31,2,11,24,13,1,no
3,32,10,18,5,6,33,11,1,yes
2,21,15,16,5,7,7,10,3,no
2,24,9,21,6,12,19,14,1,yes
4,18,11,26,3,5,22,6,5,yes
0,31,6,23,5,7,31,11,4,no
2,20,12,16,5,9,22,2,3,no
1,26,6,26,8,7,23,3,2,yes
3,25,9,27,5,4,9,6,2,yes
1,16,12,19,6,11,17,12,3,no
1,19,3,13,2,11,41,9,1,yes
1,16,14,16,5,9,12,12,0,no
1,24,15,21,4,14,15,11,1,yes
1,25,8,20,7,11,18,13,1,no
1,14,15,22,4,6,15,8,1,no
1,39,11,29,8,10,15,9,3,yes
3,13,13,22,3,10,14,10,2,no
1,23,10,26,7,19,10,14,3,no
3,23,4,23,6,5,14,11,2,yes
3,31,19,23,4,8,29,11,2,no
2,15,11,16,2,1,20,11,2,yes
1,32,14,24,2,9,18,7,1,no
4,23,10,25,8,7,18,8,4,yes
1,26,11,23,11,6,16,7,2,no
3,23,7,16,3,0,23,7,2,no
4,22,15,32,5,7,23,6,4,yes
0,26,16,26,8,4,28,8,3,no
1,19,11,20,10,3,27,8,1,yes
0,20,10,21,8,8,17,8,1,yes
0,28,11,22,14,11,17,9,3,no
3,19,11,19,2,6,17,12,2,yes
1,20,10,19,2,2,10,11,2,no
2,17,6,16,1,6,8,7,2,yes
2,20,11,22,1,7,11,13,3,no
4,21,7,23,7,5,22,8,3,yes
5,23,14,22,7,15,14,12,3,no
6,14,13,21,4,2,13,5,3,yes
5,35,10,24,9,1,30,12,3,no
3,17,10,20,3,2,19,6,7,yes
2,24,12,30,4,2,13,16,3,no
3,14,10,21,5,5,18,8,4,no
0,26,7,20,0,6,13,6,5,no
0,21,7,21,5,3,14,12,2,no
1,17,13,19,4,2,27,8,2,yes
2,21,11,21,4,6,14,11,2,no
3,23,13,26,9,7,18,9,1,yes
2,17,15,19,0,1,9,5,1,yes
0,17,7,19,4,10,20,12,2,no
1,27,7,28,6,8,16,8,3,yes
1,27,10,26,6,11,7,11,5,no
3,31,9,25,5,7,25,6,1,no
5,22,9,38,7,4,17,13,3,yes
6,14,6,24,0,0,12,6,4,yes
4,24,5,32,2,0,23,12,4,no
3,33,8,27,3,4,21,7,2,yes
0,20,8,27,5,1,25,7,5,no
2,15,8,24,2,12,14,10,2,no
3,22,10,28,3,8,18,9,2,no
2,17,19,23,2,2,9,5,3,yes
2,24,17,24,11,2,15,14,4,no
0,21,9,22,3,0,28,9,3,no
2,23,9,27,1,3,14,10,3,yes
1,20,7,14,5,6,12,5,3,yes
0,21,8,25,3,5,22,11,4,no
1,22,4,22,5,8,27,10,2,no
1,22,7,22,6,9,10,6,2,yes
5,24,6,23,9,11,10,7,1,yes
1,23,8,17,5,10,16,14,1,no
2,23,11,21,2,8,18,8,5,no
3,23,17,27,6,17,21,7,6,yes
3,20,10,20,6,6,18,5,3,yes
1,16,13,26,5,9,20,4,6,no
1,25,18,29,4,10,18,5,5,no
1,15,12,18,4,8,18,9,5,no
0,25,14,21,8,0,29,5,4,no
2,32,12,20,16,10,20,10,3,yes
0,27,4,26,3,6,19,9,0,no
2,16,13,17,4,8,34,10,1,yes
2,24,16,16,0,14,22,8,2,no
1,24,4,20,5,8,22,7,1,yes
2,26,7,19,3,12,33,8,3,no
6,22,12,24,5,13,8,6,2,yes
1,13,14,23,4,11,18,15,4,yes
0,23,10,17,2,11,20,12,4,no
2,25,9,17,0,5,15,9,2,no
2,11,4,20,6,2,27,5,2,no
2,17,9,19,5,9,21,8,3,yes
1,10,9,19,5,8,14,11,5,no
2,19,12,20,2,15,9,7,3,no
3,27,5,23,9,5,21,18,2,yes
6,27,5,26,4,1,19,3,3,yes
2,20,8,29,1,7,12,11,2,no
2,21,13,15,7,13,16,9,3,yes
1,17,8,15,10,22,9,14,2,no
1,24,11,23,1,6,18,10,2,yes
0,24,6,16,4,5,17,14,2,no
3,22,14,22,3,3,14,9,2,yes
1,19,3,17,8,8,12,7,1,no
3,18,8,26,5,2,12,8,3,yes
1,21,10,16,5,4,17,12,4,no
0,22,16,19,4,10,25,12,1,yes
1,29,14,30,8,25,21,13,1,no
2,27,13,29,6,6,43,6,1,no
2,15,9,17,16,8,25,7,0,yes
4,37,4,37,4,1,21,15,2,yes
2,19,13,20,7,6,7,7,5,no
4,19,12,25,11,6,15,6,3,yes
4,24,9,20,7,10,17,7,1,no
4,19,7,21,6,5,14,4,1,yes
2,27,9,21,5,13,38,6,3,no
1,34,10,36,8,11,23,11,6,no
7,15,11,24,8,17,33,11,6,yes
2,28,13,25,1,6,20,9,3,no
1,18,9,26,8,14,19,11,1,no
1,20,10,26,6,8,20,9,5,no
2,29,12,33,6,5,14,11,5,yes
2,15,15,21,2,5,21,5,3,yes
1,18,9,14,2,7,26,12,3,no
4,19,12,32,5,9,13,9,3,yes
1,16,9,17,3,9,22,16,3,no
2,14,6,19,2,4,29,13,3,no
6,21,13,25,4,5,16,16,1,yes
1,16,18,22,6,6,11,7,3,yes
1,19,6,27,6,5,26,10,3,no
1,25,6,25,0,1,6,8,2,no
2,20,13,30,0,2,11,10,2,yes
1,25,9,22,6,10,19,8,5,no
2,25,12,31,5,13,24,9,3,yes
2,20,15,21,3,5,22,5,3,yes
2,28,9,25,7,9,15,10,2,no
3,29,7,22,5,3,15,13,1,yes
0,26,8,19,6,7,19,5,2,no
0,19,4,23,2,0,20,4,1,no
2,23,9,12,1,2,27,4,2,yes
2,28,6,13,8,14,16,8,1,yes
0,20,11,23,0,10,35,2,2,no
3,29,13,30,2,6,15,10,5,yes
0,32,6,19,6,13,13,20,5,no
3,21,15,17,6,2,13,5,1,yes
0,25,8,20,6,6,10,6,3,no
3,21,9,30,4,7,20,10,9,no
4,20,11,24,2,9,16,7,9,yes
4,30,20,46,20,14,16,26,6,yes
0,46,12,56,14,36,32,22,2,no
2,31,11,30,6,4,11,13,2,yes
2,16,12,25,8,7,27,10,2,no
2,21,11,27,5,3,34,8,3,yes
0,36,8,28,8,3,36,8,4,no
5,26,9,30,0,10,12,7,5,no
3,17,16,26,3,8,13,3,5,no
1,23,9,27,2,5,30,6,1,yes
0,17,10,22,1,8,15,8,3,no
3,23,14,28,4,4,28,13,4,no
3,32,9,18,5,2,25,11,4,no
3,21,17,25,6,3,26,15,2,yes
3,21,15,29,7,9,18,10,3,no
3,22,14,18,5,10,19,12,6,no
4,28,8,30,4,4,19,12,4,yes
2,15,3,21,3,11,20,11,3,yes
0,23,8,26,2,11,27,7,1,no
0,18,8,17,7,8,27,5,4,no
0,29,11,23,13,15,10,11,2,yes
3,18,13,25,1,2,29,15,2,no
0,21,16,27,8,6,23,11,2,no
2,31,14,18,3,3,21,8,1,no
3,24,5,21,4,12,21,6,1,yes
2,23,15,20,6,2,20,16,2,no
2,28,5,28,8,5,19,12,4,yes
1,27,7,25,2,0,9,10,6,no
2,16,10,25,0,1,15,7,6,yes
2,30,5,27,5,8,24,4,1,no
0,25,9,21,4,8,26,9,2,yes
0,18,11,12,5,2,14,7,2,yes
0,20,9,21,1,7,20,13,0,no
2,30,12,23,0,1,10,12,3,no
2,20,8,24,4,7,10,9,3,yes
1,18,8,21,4,11,21,10,0,no
5,20,16,19,11,17,18,8,0,yes
3,15,10,17,1,12,15,11,3,no
4,18,8,27,2,7,12,12,2,yes
1,24,18,23,7,2,11,5,3,yes
0,30,15,17,5,3,15,16,3,no
2,21,7,23,4,2,21,18,4,yes
0,13,9,22,6,5,21,8,5,no
3,28,4,32,4,6,11,6,2,yes
0,20,11,21,5,7,10,12,2,no
2,25,12,25,2,9,23,16,4,no
6,24,11,29,5,3,29,15,4,yes
0,16,9,22,3,2,7,6,2,no
3,23,12,18,6,7,9,18,3,yes
5,19,13,20,7,13,10,9,1,yes
1,18,5,27,5,7,23,16,2,no
2,22,14,30,8,5,14,6,3,no
2,15,16,23,11,5,14,8,5,yes
3,15,11,24,5,2,13,9,2,yes
2,14,10,20,5,12,7,9,1,no
3,20,16,21,1,6,21,11,1,yes
3,17,13,25,2,4,24,10,4,no
0,16,6,23,0,1,19,5,3,no
5,12,11,14,2,0,17,4,6,yes
2,22,5,26,6,4,14,5,4,no
0,20,4,24,6,6,18,8,3,no
4,24,14,22,5,6,28,5,0,yes
2,29,7,14,7,11,28,9,1,no
1,22,14,21,4,10,13,3,2,no
2,29,7,24,4,9,10,6,2,yes
6,30,9,29,2,10,15,12,4,yes
2,26,16,33,9,10,20,9,5,no
1,29,5,30,1,7,22,17,3,no
1,15,12,28,2,10,13,10,2,yes
3,21,11,23,8,8,16,5,0,yes
0,25,5,20,7,12,36,14,1,no
2,21,11,22,1,2,18,10,2,no
3,25,15,17,2,3,14,5,2,yes
3,32,4,26,5,5,14,8,2,yes
1,15,14,17,2,4,24,12,3,no
2,17,13,16,4,12,19,9,0,yes
1,16,19,28,5,10,29,13,1,no
7,19,8,39,7,5,23,3,6,yes
6,29,10,15,6,8,18,9,1,no
3,33,8,21,3,3,8,9,3,yes
